nummer,datum,inhoud,folio nr,register nr,vervolg nr,bron,bijzonderheden,,
9003940,1493-10,"Lucije Jansdochter met Gheeryt van Nortich als gecoren voogd, verkoopt aan Lysbeth Jansdochter mr Jacob de Scrivers weduwe een huis en erf in die Stoefsteghe, belend door Lysbeth voirs an beiden ziden, afterwaerts streckende an Lysbeth voirs. Met Allaert de goudsmit als voogd erkent zij deswege 12 R gld 15 st schuldig te zyn",65,1492-1495,XLVII,G.A. Haarlem Transportregister Inv F 351,,,
9003941,1493-10,"Dirc Symonsz aan Aelbrecht Gysbrechtsz ½ van een stucke lants onderdeelt gemeen met Jan Herpersz, buiten de St Janspoort, binnen de vrijheid van Haerlem geheten de Mersch, noord: Jacob van Egmond, zuid: Pieter Jansz Raet, streckende van Aelbrecht Gysbrechtsz oostwaerts an die twee molens         ",65,1492-1495,XLVII,G.A. Haarlem Transportregister Inv F 351,,,
9003942,1493-10,"Werbout Willemsz aan Baernt Dircsz een huis en erf in de Cleyne Houtstraet. Afterwerts streckende an Jan Florys Engbrechtsz, an d'een zide: Katrijn Wiggers, an d'ander: Willem Willemsz          ",65v,1492-1495,XLVII,G.A. Haarlem Transportregister Inv F 351,,,
9003943,1493-10-31,Jan Dircsz van Burchgraefveen is sculdig Dirc Jansz van Aelsmeer 52 scilden. Onderpand: de Aelsmeerscuijt. Testes: Cornelis Bolle en Pieter Kijftsz. Verleden op Alre Heyligenavond; 31 Oct        ,65v,1492-1495,XLVII,G.A. Haarlem Transportregister Inv F 351,,,
9003944,1493-10,Reijer Aerntsz is schuldig Jan Bardez 36 R gld    ,65v,1492-1495,XLVII,G.A. Haarlem Transportregister Inv F 351,,,
9003945,1493-10,"Dirck Maertsz aan Pieter Pietersz ½ van een huis en erf hem aanbestorven van Pieter Jansz Coster in St Jansstraet, an d'een zide: Katryn Wouter Vechtersz weduwe, an d'ander: Claes Kist, afterwerts streckende an t grote begynhof   ",65v,1492-1495,XLVII,G.A. Haarlem Transportregister Inv F 351,,,
9003946,1493-11-07,"Jacob Gerritsz van Amsterdam is sculdig Wolfaert Claesz, sceepmaker, poorter van Haerlem, 20 £ gr Vls. Onderpand: t Rynscip dat hij hem gelevert heeft. Testes: Egbert Willemsz en Jacob Dircsz; 7 November           ",66,1492-1495,XLVII,G.A. Haarlem Transportregister Inv F 351,,,
9003947,1493-11,"Pieter Ysbrantsz Vleishouder, aan Willem Hellebreker een huis en erf op ten Burchwal. Afterwaerts streckende an der stede vest, an d'een zide: Kerstant de pottebacker en Geryt Jansz Natslip, an d'ander zide: Jacob Steenwijcxz en St Anthonisgasthuis       ",66,1492-1495,XLVIII,G.A. Haarlem Transportregister Inv F 351,,,
9003948,1493-11,"Jan Diricxz aan Pieter Jansz een mad lants in 6 maden lants onderdeelt geheten die duynen in de ban van Nuwerkerken, zuid: Claes Meeusz, noord: Dirck Huijgenz, streckende mitten oosteijnde an Willem Buijsen lant ende mitten westeynde an die Zwette. T.o.v. mannen van de Grafelykheid: Huijghe de Milde en Jacob van Grijeken. Losbaar met 1 £ gr Vls         ",66,1492-1495,XLVIII,G.A. Haarlem Transportregister Inv F 351,,,
9003949,1493-11,"Dirc Lambertsz de smit aan Aernt Willemsz een huis en erf in St Michielsstege. Afterwerts streckende an die Vrouwenbroeders erve, an d'een zide: Jan Lapper, an d'ander: St Michielsconvent        ",66v,1492-1495,XLVIII,G.A. Haarlem Transportregister Inv F 351,,,
9003950,1493-11,"Aernt Willemsz aan Aelbert Gerytsz een huis en erf in St Michielsstege, an d'een zide: Borwout Pietersz, an d'ander: St Michielsclooster, afterwaerts streckende an Berwout voors        ",66v,1492-1495,XLVIII,G.A. Haarlem Transportregister Inv F 351,,,
9003951,1493-11,"Arys Jansz als bij brieve onder t zegel van Hessel Azoga'z, burgemeester van Franeker, gemachtigt door Gysbrecht Claesz, verkoopt aan Jan Gerijtsz Wij een huis en erf in de Begynestraet, an d'een zyde: Adriaen Woutersz, an d'ander: Henric Ysbrantsz, afterwaerts streckende an Adriaen voirs         ",66v,1492-1495,XLVIII,G.A. Haarlem Transportregister Inv F 351,,,
9003952,1493-11,"Florys Claesz en jonge Dirc Eggez aan Aelbrecht Gerytsz alle alzulke rechtsvordering en brieven als zij sprekende ende gevorderd hebben op zwarte Katrijnen man en op Dirc Jansz t Groot als erfgenamen van Griet Jan Claesz weduwe, hoere moeder. Aelbrecht kent hiervoor schuldig te zijn 25 ½ R gld. Borg: Harck Pietersz       ",67,1492-1495,XLVIII,G.A. Haarlem Transportregister Inv F 351,,,
9003953,1493-11,"Florys Dircsz en Pieter Dircsz, gebroeders, Dirck Symonsz, Ysbout Symonsz, Symon Jacobsz, elk voor him zelven, Jan Jansz als man en voogd van zyn vrouw Yde Dircsdochter en Jan Dircsz van Ilpendam als voogd van zijn wijf Maritgen Jacobsdochter, al tesamen als erfnamen van hoer alre nicht Lysbet Claesdochter, lijen dat Geryt Gerytsz hun al voldaan en betaalt heeft van de erfenis van hoer nichte de voors Lysbet, die in haar leven des voirs Gerytszoons laetste geechte wijf was, behoudens dat Geryt Gerytsz zal betalen alle doodschulden, testamenten en jaergetyden. Hiervoor kent Geryt aan Jacob Dircsz van Ilpendam schuldig te wezen 50 R gld                 ",67,1492-1495,XLVIII,G.A. Haarlem Transportregister Inv F 351,,,
9003954,1493-11,"Henric Jacob Tymansz als erfgenaam van Jacob Tymansz, zijns broeders zone, kent vercoft te hebben alsulke verschenen lyfrente van 45 R gld als den voors Jacob Tymansz op tie stede van Amsterdam verschenen zyn, die den voirs Henric van zyn neve Jacob aanbestorven zijn, na utwijsen den brieven die daerof zijn, ende heeft achtervolgende dien den voirs [de koper is nog niet eerder genoemd !] Gherijt Pietersz de principale daeraf mit desen brieve over gelevert       ",67v,1492-1495,XLIX,G.A. Haarlem Transportregister Inv F 351,,,
9003955,1493-11,"Lambert Pietersz en Aernt Lievensz aan Brechte Dirck Jacobsz weduwe mit horen drien kinderen die zij bij de voors Dirc Jacobsz gewonnen heeft, namelic geheten Jan, Dirck en Jacob, twee cameren en erven an malcanderen op tie Raecx, an d'een zide: Reynst Wouter Billaerts weduwe, an d'ander zide: Haese Jan Broer Dircsz weduwe, afterwaerts streckende an Pouwels Jansz voirs        ",67v,1492-1495,XLIX,G.A. Haarlem Transportregister Inv F 351,,,
9003956,1493-11,"Vroutgen Willem Luydolfs weduwe met Dirc van Scoerl als voogd, verkoopt aan Jan Wolbrantsz een huis en erf geheten ""de Molen"" in die Cleyne Houtstraet. Afterwerts streckende an Jan Huygez, an d'een zide: Jan Huijgez, an d'ander: Die Burchgraefinnestege         ",67v,1492-1495,XLIX,G.A. Haarlem Transportregister Inv F 351,,,
9003957,1493-11-23,Adriaen Vredericsz vuijt Vlielant is sculdich Aernt van Grieken 16 R gld. Onderpand: t Rynscip. Testes: Adriaen van der Voerde de jonge en Pieter Kijftsz. Verleden 23 Nov       ,68,1492-1495,XLIX,G.A. Haarlem Transportregister Inv F 351,,,
9003958,1493-11,"Jacob Jansdochter, mater van Magdalenenconvent, met Jacob Engbrechtsz als voogd, lijt dat Willem Pietersz t convent voldaan heeft van al t geen t convent in de naam van Alyt Pietersdochter, professide suster in t voors convent opgecomen en aanbeatorven is by dode van Katrijn Pietersdochter, doe zij leefde hoer beyder zuster, en dit om 14 R gld eens           ",68,1492-1495,XLIX,G.A. Haarlem Transportregister Inv F 351,,,
9003959,1493-11,"Martijn Pietersdochter Henric Arijsz weduwe met Dirc Jan Henricsz als haar gecoren voogd, is sculdig Arys Verhoel 10 R gld  ",68,1492-1495,XLIX,G.A. Haarlem Transportregister Inv F 351,,,
9003960,1493-11,Willem Willemsz backer is sculdig Claes Jansz van Scalcwyck 112 R gld,68v,1492-1495,XLIX,G.A. Haarlem Transportregister Inv F 351,,,
9003961,1493-11,"Guerte Jacobsdochter Hesicx Florysz weduwe met Jacob Coppertsz als voogd, lijt dat Jacob Aerntsz haar voldaan heeft van de erfenis van Ermgart Hesicxdochter der voirs Guerten dochter in haer leven der voors Jacob Aerntsz geechte wijf was      ",68v,1492-1495,XLIX,G.A. Haarlem Transportregister Inv F 351,,,
9003962,1493-11,Dirc Jansz de decker is sculdig Geertruid Philips weduwe 28 R gld. Onderpand: t huis en erve dat Gerijt Symonsz tegens hoir gecoft heeft in de Soijerstraet op ten houck van de Gasthuysstraet   ,68v,1492-1495,XLIX,G.A. Haarlem Transportregister Inv F 351,,,
9003963,1493-11,Anthonijs Claesz aan Valck Arysz een stalle in der stede vleeshuis en halle  ,68v,1492-1495,XLIX,G.A. Haarlem Transportregister Inv F 351,,,
9003964,1493-12,"Lysbet Jansdochter mr Jacob Jansz, cyrurgijns weduwe, met Allart Lambertsz haar gecoren voogd en Geertruid Jacobsdochter als gemachtigt van hoer man Jan Mathijsz scilder, en dat volgens brieven van procuratie onder der stede zegel van Antwerpen, verkopen aan Gerryt Jan Huijssersz drie huizen en erven waarvan er twee liggen in de Geerstraet en dat derde in de Bredestraet, zoals mr Jacob voirs die mettter dood ontruimd heeft. Losbaar met 5 £ gr Vls. Dezelfde Lysbeth en Maritgen [?] verkopen aan Gerrit Jan Huyssersz een huis en erf in die Stoefstege, belend alomme door Geryt Jan Huijssersz          ",69,1492-1495,XLIX,G.A. Haarlem Transportregister Inv F 351,,,
9003965,1493-12,coman Dirc Dircsz is sculdig aan St Remysgilde 9 ½ enkele gouden R gld    ,69v,1492-1495,XLIX,G.A. Haarlem Transportregister Inv F 351,,,
9003966,1493-12,Jan Symonsz van Schoten is sculdig Jan Pietersz Spijcker 20 R gld  ,69v,1492-1495,XLIX,G.A. Haarlem Transportregister Inv F 351,,,
9003967,1493-12,"Henric Aelbertsz aan heer Gerijt Zael, priester, een huis en erf in de Cleyne Houtstraet, an d'een zide: Frans Vredericsz, an d'ander: Ymme Claes Kenen weduwe, afterwaerts streckende an Jan van Utrecht ende an een cleijn, met de medebruikwaer van dezelve cleyn ende met de mede bruijkwaer van eenre stege uytgaende in de Schachestraet       ",69v,1492-1495,XLIX,G.A. Haarlem Transportregister Inv F 351,,,
9003968,1493-12,"Guerte Martijns weduwe met haar zoon Huyge Maertsz als voogd, verkoopt aan Mertijn Adriaensz in den Oghe, een huis en erf in heer Tatincxstege. Afterwerts streckende an Dirc Jansz moijekint, an d'een side: Dirc Jansz moijekint, an d'ander: Guerte Copers     ",69v,1492-1495,XLIX,G.A. Haarlem Transportregister Inv F 351,,,
9003969,1493-12,"Jacob Jansdochter met Pieter Kijftsz als gecoren voogd, verkoopt aan Frans Gijsbrechtsz een boomgaerd metten huijse op tie Bodsse, an d'een side: Wiven van Veens erfnamen en Jan Aerntsz tesamen, an d'ander side: Dirc Kerstensz, streckende voor van de Sperne after an Claes Pietersz Hals velt; 50 R gld          ",69v,1492-1495,XLIX,G.A. Haarlem Transportregister Inv F 351,,,
9003970,1493-12-11,"Claes Aerntsz van Westzaenden is sculdig aan Pieter Jansz Bruijn en Symon Jansz Bruijn, gebroeders, 13 £ gr Vls. Onderpand: het waterscip dat hij hem te wille gelevert heeft. Bezegeld door Jannes van Eyck. Tuygen: Henrick Claes Ockersz en Henrick Aelbertsz, poorters van Haerlem. Verleden 11 Dec     ",70,1492-1495,"XLIX, LI",G.A. Haarlem Transportregister Inv F 351,,,
9003971,1493-12,"Claes Gerijtsz van Antwerpen voor hem zelf, voor Pieter Gerytsz, Albert Gerytsz, Geertruyt Gerytsdochter, Aef Gerytsdochter en Maritge Gerytsdochter, zyn broeders en zusters, en Symon vuijten Hage als oom en voogd van Joest vuyten Hage Pietersz, lijen dat Fije Outger Pietersz weduwe him luyden als naeste magen en erfnamen van de voirs Outger al voldaen en betaalt heeft van alle erfenis hem bij dode van de voirs Outger opgecomen. Met Geryt Claesz van Westzaenden als voogd erkent zij deswege 42 R gld schuldig te zijn. Noch kent zij schuldig te wesen Claes (bovengeschreven: Geryt) van Antwerpen 17 R gld                 ",70,1492-1495,LI,G.A. Haarlem Transportregister Inv F 351,,,
9003972,1493-12,Claes Arijsz is sculdig Willem Claesz 20 R gld. Onderpand: het huis en erf in de Camp zoe dit custinge daerof is    ,70v,1492-1495,LI,G.A. Haarlem Transportregister Inv F 351,,,
9003973,1493-12,Gerijt Adaemsz is sculdich Balege (!) Dirck Kerstensz weduwe 6 R gld. Tuygen: Johannes van Eijck en Pieter Kijftsz  ,70v,1492-1495,LI,G.A. Haarlem Transportregister Inv F 351,,,
9003974,1493-12,"Dirc Arijsz voor hem zelf en zijn zuster Alijt Arysdochter met haar broeder Dirc voirs als voogd, lijen dat Griete Aelbrechtsdochter Dirc Jansz weduwe hun voldaan heeft van de erfenis van hun neve Dirc Jansz voirs, toen hij leefde der voirs Grieten geechte man. Met Jan Reijersz als voogd erkent zij 6 R gld schuldig te wezen         ",70v,1492-1495,LI,G.A. Haarlem Transportregister Inv F 351,,,
9003975,1493-12,Aernt Pietersz de backer is sculdig Baert Aerntsz 16 R gld ,70v,1492-1495,LI,G.A. Haarlem Transportregister Inv F 351,,,
9003976,1493-12,"Aernt Jansz verkoopt zyn zoon Baernt Aentsz de navolgende percelen van molens, huizen en erven, 1) 1½ vierendeel van den molen en -huijs, buijten de Zijlpoort, zuid: die Zijlwech, noord en west: Jan van Foreest, oost: dat cappelrijlant; 2) ¼ deel van de molen, -werf en -huis op Scheepmakersdijk bij Sparenwouderpoort, zuid: Claes Pietersz Otters weduwe en Jacob Vechtersz, west en noord: Jan Lambertsz weduwe, oost: der stede vest, belast met ¼ deel van 18 sc gr  en een capoen sjaars; 3) noch een huis en erf in die Zijlstraat, an d'een zide: Arijs Claesz, an d'ander: Claes Braeu, afterwaerts streckende an Arijs Claesz voirs. Hiervoor zal Baert zyn vader Aernt Jansz en zijn moeder Brecht Jacobsdochter hun leven lang onderhouden. Verder zal Baert uitreiken aan zijn broeder Joest, wanneer  hij gehijlict zal wesen, 31 R gld                        ",71,1492-1495,LI,G.A. Haarlem Transportregister Inv F 351,,,
9003977,1493-12,"Pieter Huijgez aan Rem Pietersz een huis en erf op ten Burchwal, an d'een zide: Pieter Claesz, an d'ander: Guerte Jan Allartsz weduwe, afterwaerts streckende an Pieter Dircsz     ",71,1492-1495,LII,G.A. Haarlem Transportregister Inv F 351,,,
9003978,1493-12,"Anthonys Claesz is sculdig zyn broeder Martijn Claesz, blindeman, 25 R gld, als hij gecomen sal wesen van de reijse, daerof hij t goet gesceept heeft ende gemunt [?] heeft tot Rotterdam te brengen 3 gld te betalen, 1 £ gr tot Meij e.k, 1 £ gr tot Heylige mis daerna etc. Onderpand; zijn Rijnscip. Borgen: Gerrit Baertsz en Symon Claesz. Testes: Joest Jansz en Reijer Claesz            ",71v,1492-1495,LII,G.A. Haarlem Transportregister Inv F 351,,,
9003979,1493-12,"Claes Jansz aan Jan Jansz een huis en erf in de ban van Haerlemmerliede, zuid: Martyn Jacobsz, noord, oost en west: Katrijn Pietersz weduwe. In Baert Woutersz weer, met de ertoe behorende notwech. Schout: Jan Reyersz. Scepenen: Bertelmeus Dircsz en Martyn Jacobsz             ",71v,1492-1495,LII,G.A. Haarlem Transportregister Inv F 351,,,
9003980,1493-12,"Alijt Willem Claesz weduwe met Claes Symonsz van Waterlant als gecoren voogd, zijn schuldig aan Maritgen Willem Willemsz weduwe, hoere zoens wijf, 50 R gld, te betalen tot wat tijde dat de voirs Maritgen uijten huijs ende van de voirs Alijt daer zij thans mede woent sceijt. Hiervoor geeft zij als onderpand: ¼ deel van den huis en erf dat zij thans tesamen bewonen, leggende op die Beeck, an d'een zide: Claes van Waterlant voirs, an d'ander: Pieter pasteijbacker, afterwaerts streckende an die Vrouwenbroeders [Karmelieten]. Hiervoor scelt Maritgen met Symon Gijsbrechtsz als voogd Alyt quijt alle de erfenis die Willem Willemsz achtergelaten heeft                 ",71v,1492-1495,LII,G.A. Haarlem Transportregister Inv F 351,,,
9003981,1493-12,"Dijewer Jan Allartsz weduwe met haar zoon Allart Jansz als voogd, verkoopt aan Thomas Thomasz een huis en erf op die oude Graft, an d'een zide: Thomas voirs, an d'ander: Jacob Tuijten erf, afterwaerts streckende an de voirs Thomas       ",72,1492-1495,LII,G.A. Haarlem Transportregister Inv F 351,,,
9003982,1493-12,Aernt Baerntsz lijt dat zijn moeder Alijt Allartsdochter Baernt Aerntsz weduwe hem voldaan heeft van de erfenis van zyn vader Baernt Aerntsz ,72,1492-1495,LII,G.A. Haarlem Transportregister Inv F 351,,,
9003983,1493-12,"Lou Louwensz aan Symon Koenenz een huis en erf an der stede muer tusschen die Voircamp ende die Spaerne, an d'een zide: Lambert die decker, an d'ander: Jan hoppenaer, afterwaerts streckende an der stede muer. Des heeft hij hem gelooft dat de stede dese camer niet of kueren en sal, of die stede zal zijn gemoede daerof hebben ende daervoer geven dat reden maken sal       ",72,1492-1495,"LII, LIII",G.A. Haarlem Transportregister Inv F 351,,,
9003984,1493-12,Sijmon Koenez is sculdig Lou Louwenz 4 ½ R gld. Onderpand: de ever. Verleden voor Adriaen van der Voerde de jonge en Pieter Kijftsz      ,72v,1492-1495,LIII,G.A. Haarlem Transportregister Inv F 351,,,
9003985,1493-12,"mr Joest Vredericsz, priester en confessor van St Katrynenconvent en Maritgen Claesdochter, mater aldaar, met Geryt Luijtgensz, verkopen aan heer Frans Jansz, priester, een gouden Holl scilt en 3 leeuwen sjaars pacht die zij staende hebben op Claes de Hanen huis en erf in Scutter Doelstraet. After streckende an der halver sloot an die oude Ramen, an d'een zide: Gerijts laen van der Does, an d'ander: Matheus Gysbrechtsz             ",72v,1492-1495,LIII,G.A. Haarlem Transportregister Inv F 351,,,
9003986,1493-12,"Magdalena Jansdochter met Claes Kibbe als gecoren voogd, gift puerlic om Gods wil aen die Jacobynen te Haerlem al dat zij heeft of vercrijgen mag   ",72v,1492-1495,LIII,G.A. Haarlem Transportregister Inv F 351,,,
9003987,1493-12,"Baef Ysbrantsdochter met Claes Kibbe als voogd geeft aan t Jacobynenklooster, om sonderlinge dienst die t clooster na hoere doot hoer doen sal, een huis en erf in de Elfduizend Maechdenstege, an d'een zide: Lourijs Jansz, an d'ander: Guert Rem Pietersz weduwe, afterwerts streckende an mr Claes Gyspe. Belast met 10 sc 6 d gr sjaars      ",72v,1492-1495,LIII,G.A. Haarlem Transportregister Inv F 351,,,
9003988,1494-01-02,"Vrederick Pietersz van Westzaenden is schuldig aan Baert Jacobsz weduwe voor de alinge uijtkoop van de erfenis ende goeden van de voirs Baert Jacobsz, wijlen hoeren man, die in zijn leven de voirs Vrederics wijf vader was, de somma van 19 ½ R gld. Testes: Jan Bruijn Hermansz ende Pieter Jansz Verwer. Verleden 2 Januario        ",73,1492-1495,LIII,G.A. Haarlem Transportregister Inv F 351,,,
9003989,1494-01,"Pieter Garbrantsz voor hem zelf en Machtelt Jan Raets weduwe met haar gecoren voogd Gijsbrecht Maesz, verkopen aan Claes Claesz sceepmaker, ¼ van het huis en erf op sceepmakersdyck, an d'een zide: Claes Jacobsz, an d'ander: Martijn Wolfaertsz, streckende voir van der stede vest ofte singel after an die voirs Martyn Wolfaertsz       ",73,1492-1495,LIII,G.A. Haarlem Transportregister Inv F 351,,,
9003990,1494-01,Lambert Vredericsz en Claes Jansz de Verwer lijen schuldig te zyn aan Geryt Symon Buermansz 16 ½ R gld   ,73,1492-1495,LIII,G.A. Haarlem Transportregister Inv F 351,,,
9003991,1494-01,Claes Jan Engbrechtsz is schuldig Willem Pietersz 36 stuivers  ,73v,1492-1495,LIII,G.A. Haarlem Transportregister Inv F 351,,,
9003992,1494-01,"Martyn Jansz en Jan Claesz van Bretten aan Dammas Claesz een huis en erf op Bakenesse buijtenomme, an d'een side: die Valkenstege, an d'anderzide: Dammas Claesz, afterwaerts streckende an Jacob de Wever; 85 R gld   ",73v,1492-1495,LIII,G.A. Haarlem Transportregister Inv F 351,,,
