id,datum,naam,inhoud,bron,getuigen,bijzonderheden,,,,,,
1122500,1633-04-15,Moriaenshoofd,"losrenten kantoor Enkhuizen: verschijndag 04-20: Jan Jansz Moeriaenshooft fl 500 -fl 20, met 1793 afgeschreven ingevolge secrete aanscheying, 1793-02-02; 1640-08-23/09-03: Jan Jansz Moeriaenshooft fl 500 - fl 20 en fl 200 - fl 8",Arch. Gecomm Raden van het Noorderquartier Inv 51,,,,,,,,
1122501,1561,Morinck,"schepen van Hedel: Gerard Morinck, zoon van Nicolas",de Raadt II p 519,,,,,,,,
1122502,1577-07-19/18,"Moriaen, van","Cornelis van Moriaen, belend te Alkmaar (310 fol 62); 1579-03-01: koopt rente te Alkmaar (310 fol 102); 1582-01-30, 1582-05-09, 1584-05-25: belend (310 fol 32v, 41, 98); 1569-05-07: Cornelis Jansz Morienne verkoopt aan zijn zwager Cornelis Garbrantsz Ruyck (?) een pacht op zijn huis en erf (309 fol 176); 1582-03-22: koopt hij het huis en erf genoemd 1570-07-10 (309 fol 209)",O.R.A. Alkmaar,,,,,,,,
1122503,1580-08-05,"Moriaen, van",Cornelis Moeriaens wijnhuys belend te Alkmaar (132 fol 1); 1581-01-18: Cornelis van Moriaen verkoopt huis en erf (fol 11); 1582-03-21: stelt zich borg met zijn huis in de Langestraat (132 fol 58v); 1583-04-08: verkoopt huis en erf te Alkmaar (132 fol 100v); 1588-05-07: zijn wijnhuis belend (133 fol 126),O.R.A. Alkmaar,,,,,,,,
1122504,1592-03-13,"Moriaen, van","Cornelis van Moriaen verkoopt huis en erf te Alkmaar (135 fol 4v); 1590-03-28: belend (134 fol 69v); 1590-03-31 en 1590-09-29: het wynhuys van Cornelis Moeriaen (fol 70v, fol 112); 1591-09-14: koopt huis en erf (fol 200v); 1591-11-11 en 1592-02-14: belend (fol 205v, 227); 1596-08-03: rgent van de huisarmen (137 fol 1v); 1598-02-06: hij verkoopt aan zijn zwager Rutger Brinckhoff huis te Alkmaar (fol 138); 1595-04-21 en 1595-07-17: belend (136 fol 91, fol 152); 1595-05-05: koopt huis en erf (136 fol 106); 1596-04-26: regent van de huisarmen (fol 247); 1596-05-06: belend (fol 257v); 1599-01-29: regent van het mannengasthuis (138 fol 27v)",O.R.A. Alkmaar,,,,,,,,
1122505,1609-06-01,"Moriaen, van","Appellonia Garbrantsdochter, weduwe van Cornelis van Morienne koopt huis en erf te Alkmaar; 1611-07-31: begraven te Alkmaar: Jannitgen Moeriaens; 1613-04-29: begraven Apollonia Garbrants; 1606-11-22:  Appellonia Garbrantsdochter weduwe van Cornelis van Moeriaens verkoopt huis en erf",O.R.A. Alkmaar139 fol 281,,,,,,,,
1122506,1200,"Mornem, van","Rutger van Mornem, edele van Holland",Batavia Illustrata bl 1203,,,,,,,,
1122507,1338,Morre,"Morrekin ""te clederen""; bi mire vrouwen behiete: ""om hosen ende om sadel"" Moerekin 1 £ ","Rek Houtvester dl VII p 118, 119",,,,,,,,
1122508,1539-10-12,Morsch~,mr Cornelis Moers [Morsch?] procureur voor het Hof van Holland,Grote Raad Mechelen  Beroepen Holland dl V dossier 425/4,,,,,,,,
1122509,1357-07-04,"Morsdorf, van","Winant van Rode (Wynantsrade), ridder zegelt voor Herman van Morsdorffe, 127 vieux écus",De Raadt III p 245,,,,,,,,
1122510,1287,"Mosa, de","schepenen van Maastricht: Godefridus dictus de Mosa, Henricus filius domine Sibe, Floirmannus filius Goswini dicti Rufi (comme Hesse)","De Raadt II p 432, 351/Düss Bailliage de Altenbiesen no 25/de Raadt II p 242",,,,,,,,
1122511,1350~,"Mosa, de",goederenlijst Marienweerd: in de Polre en in Palude nostra [Beesd ?]: 1 juger in quo Johannes de Mosa sedet,Goederenlijst Marienweerd Cartul Marienweerd p 349,,,,,,,,
1122512,1080~,"Mortagne, de","Everardus castellanus Tornacensis et dominus de Mortagne, dochter Ida x Walterus advocatus Tornacensis, nageslacht de baronnen van Mortagne","Miraeus: Opera Diplomatica I p 435, III p 573, I p 411",,,,,,,,
1122513,1615~,"Mortaigne, de","Johan de Mortaigne, kwartiermeester van het regiment van de kapitein Meteren, omtrent 24 jaren gediend hebbende, solliciteert naar een kapiteinschap",Kroniek Hist Gen 1853 p 166,,,,,,,,
1122514,1562-02-05,"Mortel, van der","Heyndrik Heyndriksz en Paulyntgen Heyndriksdochter, kinderen van Heyndrick van der Moertel, wonende te Middelburg in Zeeland, kopen een lijfrente te Alkmaar",O.R.A. Alkmaar 309 fol 25v,,,,,,,,
1122515,1582-11-21,"Mortel, van","Hendrik van Mortel belend te Alkmaar (132 fol 82v); 1583-01-20: mede erfgenaam van Anna Symons van Veen, verkoopt huis en erf in Alkmaar (fol 87v); 1583-03-02: belend (132 fol 92)",O.R.A. Alkmaar 132,,,,,,,,
1122516,1400,"Morter, de","census de domibus claustralibus te Xanten: domini Johannis de Morter, quondam domini Hermanni Fabri, 5 mark",Memorien Stift Xanten p 256,,,,,,,,
1122517,1450~,"Moerter, van den","census infrascriptus a longo tempore non est solutus domino preposito de bonis istio: in Kalker, Henricus van den Moerter, 3 pullos et 10d",Quellen Stift Xanten p 44,,,,,,,,
1122518,1393-1394,"Mosel, van","Hans van Mosel ""myns heren piper die mijn here hem gegeven heeft van den jare 1394"" 30 £ ","Rek Rentmeester Kennemerland p 16, gedrukt p 32",,,,,,,,
1122519,1644-04-08,Mosch,"losrenten kantoor Medemblik: verschijndag 04-29, Jan Pietersz Mosch fl 800 - fl 32",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122520,1605-07,Mossel,"losrenten kantoor Enkhuizen: verschijndag 08-10,  Cornelis Jansz Mossel voor Cornelis Pietersz, fl 200 - fl 8, afgelost 1761-12-28",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122521,1632-02-04,Mossel~,"losrenten kantoor Enkhuizen: verschijndag 02-09, Isbrandt Jansz, fl 8000 - fl 320; 1632-07-26/07-27: Ysbrandt Jansz fl 6400 - fl 256",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122522,1637-06-19,Mossel~,"losrenten kantoor Enkhuizen: verschijndag 07-07, Jannetgen Isbrants, fl 1200 - fl 48; 1641-02-22/03-07: Jannetje Isbrants, fl 1000 - fl 40; 1646-06-22/07-01: Brecht Isbrants, fl 1000 - fl 40",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122523,1655-08-14,Mossel,"losrenten kantoor Enkhuizen: verschijndag 08-20, schepen Cornelis Mossel, fl 1000 - fl 40; 1674-03-27/1675-06-01: de heer Cornelis Mossel, fl 990 - fl 39-12, Margaretha Mossels fl 900 - fl 36, Breghje Mossels fl 540 - fl 21-12; 1674-07-28/1675-10-01: de heer Cornelis Mossel, fl 200 - fl 8; 1675-05-24/1676-07-01: Cornelis Mossel, fl 525 - fl 21",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122524,1666-08-06,Mossel,"losrenten kantoor Enkhuizen: verschijndag 08-15, schepen Meynard Mossel, fl 3000 - fl 120; 1673-12-22/05-01: Meynaerd Mossel, fl 1000 - fl 40; 1674-03-27/1675-06-01: de heer Meynard Mossel, fl 160 - fl 30-8; 1674-07-28/1675-10-01: fl 380 - fl 15; 1675-05-24/1676-07-01: fl 326-12 - fl 13-1-4",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122525,1673-04-15,Mossel,"losrenten kantoor Enkhuizen: verschijndag 1673-11-01: - Jacob Mossel, fl 200 - fl 8, geemployeerd in 1795 in het 3e amptgeld ingevolge resolutie 1750-02-28; - Digna Mossels, fl 222 - fl 8-6; - burgemeester Meynert Mossel, fl 280 - fl 11-4; - pres[iden]t Cornelis Mossel fl 240 - fl 9-12, geemployeerd in de negotiatie van 1793-01-17; - Pieter Mossel, fl 1410 - fl 56-8; - Digna Mossels, fl 200 - fl 21-12, afgeschreven 1795 als in 1794 geemployeerd in de negotiatie van 2 en 17 januari",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122526,1674-07-28,Mossel,"losrenten kantoor Enkhuizen: verschijndag 1675-10-01, Margrita Mossel, fl 450 - fl 18, Jacob Mossel, fl 200 - fl 8, Dingna Mossel, fl 400 - fl 16; 1675-05-24: Brechjen Mossels, fl 309-4 - fl 12-7-10, Dingna Mossels fl 256-14 - fl 10-5-4",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122527,1673-04-15,Mossel,"losrenten kantoor Enkhuizen: verschijndag 1673-11-01, Isbrant Jansz Mossel fl 840 - fl 33-12; 1675-05-24/1676-10-01: Isbrant Jansz Mossel, fl 490 - fl 19-12",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122528,1675-05-24,Mossel,"lijfrenten kantoor Enkhuizen: Cornelis Mossel 100 £ hoofdsom ten lijve van zijn zoon Evert Mossel, oud 9 jaar, daar moeder af was Aefje Pieters, 50 £ ",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122529,1691-05-25,Mossel,"losrenten kantoor Enkhuizen: verschijndag 06-12, Naentje Cornelis Mossel, fl 1500 - fl 60",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122530,1691-05-25,Mossel,"losrenten kantoor Alkmaar: verschijndag 1692-08-01, - Griet Mossels tot Enchuysen, fl 700 - fl 28; - Naantje Mossels, idem; - Maria Mossels, idem; - Anna Mossels, idem",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122531,1694-07-09,Mossel,"losrenten kantoor Enkhuizen: verschijndag 05-03, Jan Mossel, fl 1000 - fl 40; Jan Mossel, fl 500 - fl 20, geemployeerd in de loterij van 1749-04-19; Jan Mossel, fl 500 - fl 20; kantoor Medemblik: Jan Mossel 2x fl 500 - 2x fl 20",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122532,1694-07-09,Mossel,"lijfrenten kantoor Enkhuizen: Maria Kocx,  800 gld hoofdsom ten lijve van haarzelf, oud 14 jaar, vader is Hendrik Cock en moeder Margreta Mossel, fl 32; Geertruyd Kocx, 800 gld ten lijve van haar zelf, oud 18 jaar, ouders als voren, fl 32",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122533,1694-07-09,Mossel,"lijfrenten kantoor Enkhuizen: Jannetje Petrus, 1000 gld hoofdsom ten lijve van haarzelf, oud 36 jaar, daar vader van was ds Petrus Ulpendam en moeder Aaltje Mossel, fl 90; 1695-10-26: Petrus Ulpendam, 800 gld hoofdsom ten lijve van hemzelf, oud 35 jaren, zoon van Petrus Ulpendam en Aaltje Mossel, fl 72",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122534,1694-07-09,Mossel,"lijfrenten kantoor Enkhuizen: Grietje Cornelis Mossel, 400 gld hoofdsom ten lijve van Aafje Mossel, oud 12 jaar, daar vader af is Jan Mossel en moeder Maria Vis, fl 36; 400 gld ten lijve van Marytie Mossel, oud 10 jaren, ouders als voren, fl 36; 1695-10-26: Marytje Mossel, 500 gld hoofdsom ten lijve van Cornelis Mossel, oud 6 jaar, vader Jan Mossel en moeder Maria Vis, fl 45",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122535,1695-10-26,Mossel,"lijfrenten kantoor Hoorn: Margareta Mossels, 400 gld hoofdsom ten lijve van haar dochter Maria Cocx, oud 17 jaren, daar vader of was Hendrik Cock, fl 36; 400 gld ten lijve van Geertruyd Kocx, oud 10 jaren, fl 36",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122536,1701-03-10,Mossel,"lijfrenten kantoor Enkhuizen: Marytje Cornelis 500 gld ten lijve van Pieter Mossel, oud 6 jaar, ouders Jan Mossel en Maria Vis, fl 45; Jan Mossel 500 gld ten lijve van zijn kinderen: - zijn dochter Aafje Mossel, oud 18 jaar; - Marytje Mossel, oud 15 jaar; - hun zoon Cornelis Mossel, oud 8 jaar; - hun zoon Pieter Mossel, oud 6 jaar, ouders als voren, fl 45",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122537,1701-02-17,Mossel,"lijfrenten kantoor Enkhuizen: Antje Mossel 400 gld hoofdsom ten lijve van haarzelf, oud 37 jaar, dochter van Cornelis Mossel en Aefje Pieters, fl 36",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122538,1705-09-19,Mossel,"lijfrenten kantoor Enkhuizen: Pieter Mossel 500 gld hoofdsom ten lijve van zijn dochter Pietertje Mossel, oud 6 jaar, daer moeder af is Geertruyd Leijdecker, fl 45; 500 gld ten lijve van zijn zoon Jacob Mossel, oud 1 jaar, ouders als voren, fl 45",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122539,1214,"Mosson, de","Theobaldus comes de Mosson et de Bar, stierf 1214 x Laureta filia comitis Lossensis",Miraeus: Opera Diplomatica I p 403,,,,,,,,
1122540,1323-04-25,Mostarus,getuige bij de scheiding van goederen tussen de broers Johannes en Egbert van Almelo: o.a. Egbert Mostarus,Jungius p 122,,,,,,,,
1122541,1190-1205,"Most, van","census curtis Rottum: Gerardus de Mossethe, 13d  (onder Udem)",Quellen Stift Xanten p 510,,,,,,,,
1122542,1300~,"Most, van","de decimis in Udem: de Welhusen, Conradus de Most, 2 mod et sect siliginis et 2 mod avene; Theodericus de Most idem; Goswinus de Most 3 ½ mod siliginis et 3 mal avene; de censibus in Udem: Joannes Vulf de Most 13d",Quellen Stift Xanten p 425,,,,,,,,
1122543,1300~,"Most, van","decima in Udem: - Uda de Most, - Hadewichi de Most; - Theodericus Halman de bonis Lyfgardi de Most, 3 ½ mod siliginis et 3 modios avene; de decimis in Welhusen: - Theodericus de Most; - Goswinus de Most 3 ½ mod siliginis et 3 mod avene","Quellen Stift Xanten p 462, 424, 425",,,,,,,,
1122544,1384-1392,"Most, van","dominus van Most, kapellaan van de hertog van Cleef","Quellen Stift Xanten p 259, 261, 274, 276 e.v",,,,,,,,
1122545,1384,"Most, van","uitgaven bursa Xantensis: litteram missam Monrebergh ad dominum Goswinum de Most in facto domicello de Goterswijc, pro quarto vini 15d",Quellen Stift Xanten p 259,,,,,,,,
1122546,1400-1415,"Most, van","in Udem: - 16 maldrata Wolfs de Most, pertinentibus ad curtem in Papenhoven, 1e hand Wolterus van der Colck, 2e Reynerus, 3e Luvo, zijn broer; in campo Udem: 1e hand: Katharina de Persel, 2e hand Aleidis de Most,  zuster van Wolfs, 3e Hilla dochter van Katherine","Quellen Stift Xanten p 361, 363",,,,,,,,
1122547,1424,"Most, van","Udem: de bonis dictis Moist (alias Stenbergen) 37d, 1e hand: Bertoldus Dives de Kalker (dictis Moist), 2e zijn vrouw Eva, Stina vrouw van Gerard de Reijs, 3e hand",Quellen Stift Xanten p 529,,,,,,,,
1122548,1561-1566,Mostert,"Gerrit Lodewijksz Mostert, vleeshouwer in den Hage, stelt zich borg voor Arentgen Jansdochter van Gorinchem",Grote Raad Mechelen Beroepen Holland dl VI dossier 571,,,,,,,,
1122549,1410~,Mostart,"leenregister Culemborg: - Aernt Gerefaesz (later Fije Gerefaesdochter) 2 ½ hont te Buesinchem, geheten die Kueninc, belend tussen Aernt Gerefaesz en de pape van Buesinchem en Heijn Wilt; latere aantekening: - Hubert Mostart 2 ½ hont dat Dierck Gerefaesz ontvangen heeft en weer opgedragen, belend boven: Hubert Mostart, beneden: Heijn Wilt; - Jan Jansz 5 hont land te Buesinchem van de Oude A tot aan de Maetgrave, belend boven: Hubert Mostart, beneden: Aleid heer Stevensdochter van der Weyde; - Otto van Koudenhoven 5 hont aan de Oude A, belend boven: Hubert Mostart en beneden: Willem Meynart","Leenregister Culemborg fol 19v, 62v, 72",,,,,,,,
1122550,1563-04-26,Mostaert,"grafelijk leen: no 30C) boomgaard bij de sluis op de hoek van de St Pietersstraat te Alkmaar, Josef Mostaert, na overdracht door Adriaen Pieter Vredericsz; 1555-07-26: Adriaen Pieter Fredericsz, na overdracht door Adriaen Willemsz voor diens neef Willem Jacobsz; 1565-02-24: Guillaume Mostaert, na dode van zijn vader Josef; 1575-11-02: Hendrik Kloek, van Antwerpen, voor zijn vrouw Martina Paulusdochter, weduwe Guillaume Moys [= Mostaert], na overdracht door Margaretha, weduwe van Adriaen Pieter Vredericsz; 1591-07-11: Jan van de Wiele na overdracht door Pieter Hendriksz voor Martina Paulusdochter, weduwe",Ons Voorgeslacht 02-1989 p 67,,,,,,,,
1122551,1566-11-07,Mostaert,"de weduwe van Joseph Mostert, belend te Alkmaar; 1567-08-22, 1570-02-01, 1570-06-08: belend","O.R.A. Alkmaar 309 fol 126v, fol 143v, fol 195, fol 206",,,,,,,,
1122552,1568-04-15,Mostaert,joncfrou Mostert belend te Alkmaar; 1568-12-31: belend,"O.R.A. Alkmaar 309 fol 155, 168",,,,,,,,
1122553,1573,Mostaert,"vroedschap van Alkmaar: Pieter Jansz Nierop (Mostaert), in 1573 vertrokken naar Haarlem",Bruinvis: Alkmaar no 120,,,,,,,,
1122554,1577-01-23,Mostaert,"Guillaume Mostert, belend te Alkmaar; 1577-06-18, 1579-01-01, 1579-01-12: idem","O.R.A. Alkmaar 310 fol 49, fol 58v, fol 99, fol 100v",,,,,,,,
1122555,1579-02-12,Mostaert,"grafelijk leen: no 34) ledig erf aan de zuidzijde van de Baksloot te Alkmaar, belend oost: de weduwe van Pieter Jansz Mostaert, west: de leenman, Dirc Jansz van der Put, te Utrecht, draagt dit leen over aan Cornelis Claesz van der Laen te Alkmaar",Ons Voorgeslacht 02-1989 p 69,,,,,,,,
1122556,1583-10-04,Mostaert,"Jacques Mostert, belend te Alkmaar (zijn zoutkeet); 1584-12-07: belend","O.R.A. Alkmaar 311 fol 79, fol 112v",,,,,,,,
1122557,1590-07-07,Mostaert,"Guillaume Mostert bezit namens zijn vrouw een rente te Alkmaar (134 fol 105); 1582-02-24: belend (132 fol 53); 1587-03-12: verkoopt huis en erf (133 fol 43); 1600-06-21: Maritgen Jacobsdochter koopt ¼ part in een croft (138 fol 106v); 1604-03-03: mr Jacob Coren, secretaris nomine uxoris levens voor mr Jacob van Teylingen als vader en voogd van zijn dochter Josina,  bij wijlen zijn vrouw Josina Mostaert, tesamen erfgenamen van Martigen Jacobsdochter weduwe van Guillaume Mostert, transporteren een croft saetland (139 fol 104)",O.R.A. Alkmaar ,,,,,,,,
1122558,1594-01-10,Mostert,"wijlen Engel Claesz vrouw van wijlen Pieter Jansz Mostert, haar executeur Jacob Jacobsz wonende te Haarlem verkopen huis en erf te Alkmaar",O.R.A. Alkmaar 135 fol 197,,,,,,,,
1122559,1595-02-15,Mostert,"Trijn Cornelisdochter weduwe van Jacob Mostert, belend te Alkmaar (136 fol 55, 56); 1582-03-10: Jacques Mostert belend (132 fol 56v); 1582-04-18: voogd (fol 154v); 1585-10-19: Jacques Mostaert, belend; 1587-04-03: Jacob Mostert namens de broer van zijn vrouw Pieter Cornelisz, erfgenaam van mr Louris Pietersz Lantmeter (133 fol 48); 1587-05-01: belend (133 fol 54); 1588-02-08: Trijn Cornelisdochter weduwe van Jacob Mostaert, belend (fol 102v); 1588-10-27: Trijn verkoopt 4 stukken land (fol 152v); 1588-12-28: belend (fol 165v); 1600-01-11: met consent van haar zoon Jan Pietersz draagt zij 28 roeden 10 voeten 6 duimen erf op (138 fol 79)",O.R.A. Alkmaar ,,,,,,,,
1122560,1600-01-11,Mostert,"wijlen Jacques Mostaert, zijn weduwe Trijn Cornelisdochter verkoopt aan de stad Alkmaar ruim 28 roeden land benoorden het Zegtis, bezuiden de Omloop of Galgdijc",Bruinvis: Aanv Inv p 110,,,,,,,,
1122561,1672-01-14,Mostert,"losrenten kantoor Medemblik: verschijndag 02-02, Cornelis Mostert, wegens Aef Jans, fl 1000 - fl 40",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122562,1636-08-13,Mots,"losrenten kantoor Enkhuizen: verschijndag 10-31, Herman Cornelisz Mots, fl 540 - fl 12; 1793 afgeschreven ingevolge secrete aanschrijving van 1793-02-02",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122563,,"Mouchablons, de",genoemd: Govert heer van Mouchablons x Alda van Bevere,Batavia Illustrata bl 861,,,,,,,,
1122564,"1595, 1597, 1601, 1603",Moutmaker,schepen van Hoorn: Claes Jansz Moutmaker,Velius: Chronyk Hoorn p 27,,,,,,,,
1122565,1505-10-13,"Moten, van der","Ostinus van der Moten, rentmeester Bewesterschelde in Zeeland",Grote Raad Mechelen E.A. dl III dossier 2707/2,,,,,,,,
1122566,1552-04-02,"Mota, van der","Willem Jorisz van de Mota, deurwaarder Hof van Holland (dl V dossier 497/8); 1563-06-30: idem (dl VI dossier 573); 1564-06-12 en andere data: extra ordinaris deurwaarder Grote Raad (dl VI dossier 588, VII dossier 613); 1564-10-05: E.A. dl III dossier 2794/2; Willem Jorisz: deurwaarder idem, 1560-10-26 (dl VI dossier 558), 1558-06-06 (dl VI dossier 570/2)",Grote Raad Mechelen,,,,,,,,
1122567,1536-1537,"Mote, van der","Jasper van den Mota procureur postulant bij het Hof van Holland, was door dit Hof bij interlocatoir vonnis dd 1536-12-09 veroordeeld in een proces tegen Claes Jacobsz Clamp, aan Jasper toebehorende percelen te Hillegom werden geveild. Geschil over de opbrengst. 1535-06-08: getuige bij een koop in den Haag (dl V dossier 406/1); 1530-05-12: dl V dossier 409/7",Grote Raad Mechelen Beroepen Holland dl IV dossier 396,,,,,,,,
