nummer,datum,plaats,verkoper,koper,omschrijving,belending,bron,opmerkingen,,
5010597,1560-05-01,Heemskerk,Louris Gerrit Jacopsz  ,"Maritgen Pietersdochter, wonende in die Beverwijck  ","losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: ""zijn halve zaedt gelegen an die oesterzyde, daer hij nu ter tijt woenachtig is, groot ½ van 700 roeden"" ",noord: Cornelis Pietersz; oost: Louris Heyndricsz; zuid: Bouwen Willemsz met nog zeeckere cappelrygoeden; west: de oesterwech ,O.R.A. no 275 fol 30b,,,
5010598,1562-07-25,Heemskerk,Jan Gerrit Jacopsz ,Maritgen Pieters in de Beverwijck  ,"losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: ""een crofte zaedtlands, groot omtrent 2 morgen"" ","noord: Jan Lourijsz, bruijcker; oost: de Luttick Zije; zuid: Aelbert Doevensz en Lambert Willemsz, bruijckers; west: de groet Zije    ",O.R.A. no 275 fol 63,,,
5010599,1569-02-10,Heemskerk,Louris Gerrit Jacopsz,Maertgen Rolandtsdochter,"losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: ""een hofstede met woninge en landen daeraen dependerende groot omtrent 2 mergen""",noord: Cornelis Pietersz; oost: Lourijs Heijndricsz; zuid: Bouwen Willemsz met enige andere capelrijlanden toebehorende tot Leiden,O.R.A. no 276 fol 224,,,
5010600,1565-02-16,Heemskerk,Gerrit Baertsz,"Maritgen Fransdochter, dochter van zijn zuster","losrente van 9 Kar gld, losbaar met 150 Kar gld; onderpand: een crofte zaedtlandts. Willem Pietersz Cock belooft Maritgen te voorzien van kost en kleren, naar zijn staat    ",noord: Claes Heyndricsz; oost: Gerrit Baertsz; zuid: Frits van Egmont; west: Gerrit Baertsz,O.R.A. no 275 fol 149,,,
5010601,1568-04-28,"Heemskerk, in Meynertsven",Louris Heyndrick Meynertsz ,"de weeskinderen van Meynert Heynricsz, wijlen zijn broer ","losrente van 15 Kar gld per jaar, losbaar met 250 Kar gld; onderpand: twee koeweyde en een kalfsgers in ""Meynertsven""  ",noord: de heer van Assendelft; oost: de weeskinderen van Meynert Heynricsz  en Jan Pietersz; zuid: Aernt Willem; west: Frits van Egmondt ,O.R.A. no 276 fol 175,,,
501602,1564-03-12,"Heemskerk, de Clater",jhr Raes van Vervoe vanwege Frits van Egmondt; borg: Gerrit Allertsz ,Melis Cornelisz tot Alcmaer,"losrente van 18 Kar gld per jaar, losbaar met 300 Kar gld; onderpand: ""2 stucken landts met haer aencleven, genaemt ""dije Clater"", groot tesamen 6 morgen of daaromtrent""      ",oost: de sluijssloot; zuid: de heer van Assendelft; west: Jan Pietersz   ,O.R.A. no 275 fol 106,I 31,,
5010603,1559-05-20,"Heemskerk, in de nieuwe Croft",Cornelis Cornelisz Mont,"jhr Raes van Vervou als voogd en curator van Neeltgen Annen dochter, wonende op t eijlande van der Scellinck","losrente van 6 Kar gld en 5st per jaar, losbaar met 100 Kar gld; onderpand: een acker lands in ""die Nieuwe Croft""  ",noord: de kerckbeeck; oost: eenige tot Leyden [van der Does?]; zuid: Bre zlachter beeck; west: de pastoor van Eemskerck ,O.R.A. no 275 fol 28,,,
5010604,1557-12-28,Heemskerk,Pieter Gerrit Jacopsz ,"Pieter Claesz, poorter van Haarlem ","losrente van 20 Kar gld per jaar; tot hypotheek: ""een crofte lants,  groot 2 mergen"". Op 1601-12-13 afgelost door Pieter Heertgens ",noord: Maritgen Louris Allertsz met een stuckgen aelmisland; oost: de Scoubeeck; zuid: de broeders van Hoern [de Regulieren te Hoorn]; west: een scoubeeck  ,O.R.A. no 275 fol 4,,,
5010605,1558-12-20,"Heemskerk, de Zeven Hoeven",Aechte Lourisdochter met haar ooms Cornelis Gerritsz en Dirck Gerritsz als voogden,"Pieter Claesz, poorter van Haarlem ","losrente van 5 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: ¼ deel van een stuck lants genaemt ""de Zeven hoeven"", groot het gehele perceel 4½ morgen ","noord: heer Pieter van Haerlem; oost: Splinter Ysbrandsz erfgenamen; zuid: Gerrit Allertsz, Willem Luddolfsz, van Wyk op Zee; west: Jan Baen van Wyck op Zee met de Heilige Geestmeesters te Haarlem     ",O.R.A. no 275 fol 17,,,
5010606,1564-06-17,Heemskerk,"jhr Raes van Vervou vanwege Joncheer Fritz van Egmont, de zoon van zijn vrouw; borg: Gerrit Allertsz ","Zacharias Woutersz, poorter van Alcmaer","losrente van 18 Kar gld per jaar, losbaar met 300 Kar gld; onderpand: ""een stuck hoeij- of weydtlants, groot omtrent …. morgen""; 1593-01-07: op verzoek van heer Aelbert van Egmont gecasseerd ",noord: de erfgenamen van Pieter Allertsz; oost: Frits van Egmont; zuid: de dijck; west: Frits van Egmont,O.R.A. no 275 fol 116,,,
5010607,1563-12-29,Heemskerk,"Maritgen Dircszdochter weduwe Gerrit Pietersz, met Gerrit Gerritsz haar voogd en borg, evenals Meynert Pietersz  ",Femme Heyndricsdochter,"losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: ""2 ackeren zaedtlants groot 4 achgelen zaeijns""",noord: de erfgenamen van Dirck Gerritsz; oost: de Oosterwech; zuid: Lourijs Wynantsz; west: de Beyfferdewech ,O.R.A. no 275 fol 99,,,
5010608,1566-03-05,Heemskerk,Gerrit Allertsz,"Vincent Gerritsz, poorter van Haerlem","losrente van 12 Kar gld 5 st, losbaar met 200 Kar gld; onderpand: een croft lants genaemt ""Waligencroft"", groot 2 morgen ",noord: de prelaet van Egmont; oost: de Oesterwech; zuid: het gemeene laentgen; west: de Westerwech,O.R.A. no 276 fol 20,,,
5010609,1569-02-01,"Heemskerk, de Waelcamp",Louris Willem Arisz  ,"Vincent Gerritsz, poorter van Haerlem","losrente van 18 Kar gld per jaar, losbaar met 300 Kar gld; onderpand: ""½ van een stucke lants genaemt die Waelcamp binnen- en buitendyks"". Afgelost 1591-09-06      ",binnendijks: noord: Adriana van Zwieten weduwe Gerrit Heermans; oost: de dijk; zuid: de sluijssloot; west: de zusters van St Michiel te Haerlem; buitendijks: oost en west: de heer van Assendelft      ,O.R.A. no 276 fol 226,,,
5010610,1567-11-15,Heemskerk,Cornelis Gerritsz Dieuwers ,"Willem Cornelisz ut die Beverwyck, weeskind van wijlen Cornelis Willemsz   ","losrente van 3 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: een huis en werf  ""staende op t Hoechdorp daer hij nu ter tyt woent"" ",noord en oost: de heer van Assendelft; zuid: de Hoechdorperwech; west: Cornelis Claesz ,O.R.A. no 276 fol 139,,,
5010611,1569-11-23,Heemskerk,"Jan Woutersz, buyrknecht wonende an die duynen   ","Willem Jansz, poorter van Beverwijk  ","losrente van 3 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: ""2 ackeren zaedtlants, groot 1000 roeden""",noord: Jan Woutersz; oost: de Scoubeeck; zuid: Willem Claesz; west: Lou van Berghen       ,O.R.A. no 276 fol 272,,,
5010612,1558-03-02,Heemskerk,Heijnrick Jansz Bochter; borg: Joris Jansz,"W[ille]m Tamesdochter, wonende in de Beverwyck",losrente van 3 Kar gld per jaar; onderpand: zijn huis en erve ,oost: de 0osterwech; west: de Kerckwech ,O.R.A. no 275 fol 8,VIII 47,,
5010613,1560-11-25,Heemskerk,Gerrit Gerritsz,"Willem Tamesdochter weduwe Willem Aelbertsz, wonende in de Beverwijck","losrente van 3 Keysers gld per jaar, losbaar met 50 Kar gld; onderpand: een crofte landts, groot vier achgelen zaijens  ",noord: Trijn Simonsdochter in bruyckwaer; oost: de Cleyne Houdtwech; zuid: Louris Gerritsz; west: Dirck Jansz   ,O.R.A. no 275 fol 43,,,
5010614,1569-07-01,Heemskerk,Jan Fredrick Jan Hugensz,"Wouter Gerritsz, wonende in de Beverwijc","losrente van 3 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: ""een crofte landts met een huijs daerin staende, groot 5 achgelen zaeijns""  ","noord: de weduwe of erfgenamen van Simon Jansz, met seecker capelryland toebehorende enigen tot Leiden; oost: Havick Jansz en Louris Splintersz; zuid: Havick Jansz en Louris Splintersz; west: de Oesterwech ",O.R.A. no 276 fol 262,,,
5010615,1557-11-10,Heemskerk,,,"""Gesien seeckere copie autentijk van belastinge op d' ackers van Jan Aerntsz de jonge, in date 10 November 1557, scepenen: Louris Gerritsz en Dirck Baertsz, d'originele brief besegelt bij mij en werde mij verthoent bij Claes Jansz in t gulden Hoeft tot Haerlem etc """,,O.R.A. no 275 fol 17,,,
5010616,1558-08-26,Heemskerk,,,"""Op ten 26 Juny soe heeft Baert Jacopsz van Castricum als man en voecht van Thonisgen Jorisdochter mijn gelevert een gecasseerden losrentebrief bij haeren vader verleden seeckere weeskinderen tot Egmondt op t Zee van date den 26e Augusti 1558, ende dit hier geannoteerd voer memorie om redenen"" etc (geboekt in het register van transporten en hypotheken op 1558-08)  ",,O.R.A. no 275 fol 14,,,
5010617,1563-06-24,Heemskerk,,,"Gerrit Gerritsz, buerman te Eemskerck, wonende aen die duynen, maakt zijn testament:  ""te weten dat hij institueert tot zijn erfgenamen nae t overlijden van hem,  Willem Gerritsz, Claes Gerritsz, Cornelis Gerritsz en Guerte Gerritsdochter, voerts de nagelaten kinderen van Louris Gerritsz, Anthonis Gerritsz en Aechte Gerritsdochter elcx, of haer ouders op die stoel zaten"", onder voorwaarde dat Willem en Claes hun portie niet mogen verkopen en bezwaren, ""maer sullen altoes wederom succederen en revolveren aen die zyde daer se vandaen gecomen zyn""",,O.R.A. no 275 fol 86,,,
5010618,1563-07-16,Heemskerk,,,"""Dirckgen Dircsdochter, huijsvrouw van Dirck Jansz Batten met Cornelis Pietersz als voogd, institueert Jan Dircsz, haar manszoon mede gelijcke erfgenaam met haer dochtergen Margrietgen in haeren gueden specialyck en generalyck. Deswederom soe heeft voorschreven Jan Dircsz met Cornelis Gerritsz, zijn gerechte gecozen voogd, en de voornoemde Dirck Jansz tot een wederom danckbaerheit en remuneratie gerevoceert, gecasseert en teniet gedaen alsulcken testament  als Batte Cornelisdochter gemaeckt heeft anno 1549 den 7e Aprilis, stilo communi, gepasseert voor Jan Cornelisz, scout en scepenen in Eemskerck. Welcke voorschreven instrument genouch in effecte gerevoceerd en wederroupen is voor getuygen anno 1554 den 7e April by den voorschreven Batte Cornelisdochter des voornoemde Dirc Jansz moeder""            ",,O.R.A. no 275 fol 89,vgl 1554-04-07,,
5010619,1554-04-07,Heemskerk,,,"""In den name ons Heren God almachtich zal zyn versmelt in der heiligen echte Dirck Jansz en Dirckgen Dircsdochter. En omme alle twist tweedracht die tussen hen beyde zoude mogen comen etc belooft Batte Cornelisdochter dat zij ""nu noch tot geenen dage eenige maeckinge brieven ordonneren ofte doen maecken, daer hij of zij enige hinder of schade sullen bij hebben. Maer hij zal in tasten, erfnemen van mij Batte Cornelisdochter als een kint van zyn moeder sculdich is en behoert, sonder enige fraude of bedroch. Dit is mijn utterste will en begeerte"". In presentie van broeder Philips Heynricsz van Egmondt, St Jansheer van Haerlem, nu tertijd kapellaan van Heemskerk en Cornelis Pietersz van Noertdorp, Lourys Maertsz, buyrman van  Dirckgen Dircsz        ",,O.R.A. no 275 fol 91,copie ingeschreven na 1563-07-16,,
5010620,1565-07-06,Heemskerk,,,"""anno Domini als voeren soe is die grave van Arenberge van den coerntiende te bate gevallen: die Hoechdorpertiende en die Waterackertiende. Die Hoechdorpertiende heeft gecoft cornelis Maertsz alias comen uit die Beverwyc voor 86 nobel"". Borgen: Jan Havicsz, Simon Jansz, Outger Lourisz, Pieter Dircsz alias Piet Corss. De Waterackertiende heeft gekocht Louris Cornelis Theusz voor 90 nobel; borgen: Cornelis Gerritsz Ale [wer?] en Allert Lourisz       ",,"O.R.A. no 275 fol 167, 168",,,
5010621,1565-07,Heemskerk,Cors Garbrantsz en zijn vrouw Maritgen Dircsdochter ,Pieter Dircsz Corssen,"losrente van 6 Kar gld per jaar waarvoor Pieter kwijtschelding verleent aan zijn zuster Maritgen, voor zijn vaders en moeders erve, waar hij van uitgekocht is. Afgelost door Thonis Louris Allertsz 1591-08-29  ",,O.R.A. no 275 fol 168,,,
5010622,1563-08-07,Heemskerk,,,"Wouter Cornelisz en Aris Maertensz als mannen van de dochters van wijlen jonge Willem, en Jan Woutersz en Gerrit Allertsz als voogden van de weeskinderen van Loutgen jonge Willem verlenen aan Maritgen Aelbertsdochter, weduwe van jonge Willem kwijtschelding van hun vaders, moeders en bestemoederserf. Schepenen: Louris Gerritsz en Pieter Jansz     ",,O.R.A. no 275 fol 171,,,
5010623,1565-10-11,Heemskerk,,,"Aelbert Anthonisz als man en voogd van Griete Gijsbertsdochter, Cornelis Simonsz als man en voogd van Ariaen Gijsbertsdochter, buyrluyden tot Egmont binnen, verlenen hun zwager Pieter Gijsbertsz, onze buurman, kwijtschelding voor de uitkoop van hun vaders, moeders, broers en zusters erf. Pieter Gijsbertsz belooft hen schadeloos te houden van alle los en lijfrenten daar de goederen mee bezwaard zijn. Schepenen: Louris Gerritsz en Cornelis Gerritsz Dieuwers        ",,"O.R.A. no 275 fol 171, 172",,,
5010624,1566-03-29,Heemskerk,,,"jhr Frits van Egmont en  Aelbert van Egmont, broers van vader en moeder [szijde], tevens voor hun zuster jvrAnna, alle wettige kinderen en universele erfgenamen van wijlen hun vader Jan van Egmont,  verklaren dat zij nu tot mondige jaren gekomen zijn en hun voogden jhr Raes van Vervou en jvr Amelia van Grombach, hun schoonvader en moeder, van deze voogdijschap te ontheffen    ",,O.R.A. no 276 fol 29 t/m 34,,,
5010625,1566-04-06,Heemskerk,,,"testament van Heynrick Cornelis en Elysabeth Pietersdochter: zij maken elkaar tot erfgenamen; na de dood van de langstlevende erven Jan Heynricsz, Cornelis Heyndricsz, Katrijn Heyndricsdochter, Anna Heyndricsdochter, Jannetgen Heyndricsdochter. Bovendien zullen Dirckje Dircsdochter en de twee achtergelaten weeskinderen van wijlen Maritgen Dircsdochter erven in plaats van hun overleden moeder;  Kartijn krijgt bovendien nog vooruit 50 Kar gld en Jannetgen 25 Kar gld          ",,O.R.A. no 276 fol 35 t/m 42,,,
5010626,1568-07-12 ,Heemskerk,,,"Aef Allertsdochter, weduwe Willem Cornelisz, wonende te Alcmaer op Ritsevoert, met haar voogd, als erfgename van haar moeder Lubbrich Claesdochter, mede namens haar broers en zuster doet kwijtschelding van de erfenis, die bij accoord toegedeeld waren aan Lubbrich Claesdochter, van de achtergelaten goeden van wijlen Wouter Claesz, ""zoe van clederen etc en oeck van 80 K gld t' ontfangen waren tot Limmen, mits noch 100 K gld die haer quam van Neeltgen Jacobsdochter"" (in margine: Neeltgen Gerrit Florisz)",,O.R.A. no 276 fol 190,,,
5010627,1568-09-30,Heemskerk,,,"donatio causa mortis door Gerrit Gerritsz, buyrman, wonende an die duyn, tbv zijn dienstmeid Beatrijs Florisdochter",,O.R.A. no 276 fol 197 t/m 200,,,
5010628,1569-10-24,Heemskerk,,,"attestatie van J ..anig [?], pastoor te Limmen, dat Jan Jacobsz ""thoender van desen, hem bij ons Catholyckelyck gedraghen en het Heylich Sacrament ut handen van onsen cappellaen na Paeschen laestleden ontfanghen heeft, en van gheen hereelycke ofte gereprobeerde secte al hier berucht en is"". Met handtekening van de pastoor     ",,O.R.A. no 276 fol 271,,,
5010629,1566-12-28,Heemskerk,,,"Cornelis Claes Ysbrantsz belooft zijn vader schadeloos te houden van ""seeckere coop van beesten, wagen, wiggploech, gereetschap dat tot die koe en bouwerij behoort"" voor 300 Kar gld, waarvan 100 Kar gld betaald zijn, en nog het huis hooihuis etc op het Hoechdorp; koopsom 400 Kar gld, waarvan 50 Kar gld betaald",noord: Cornelis Gerritsz Dieuwers; oost: de Hoechdorperwech; zuid: de weduwe en erfgenamen van Louris Willem Claesz; west: de weduwe en erfgenamen van Louris Willem Claesz  ,O.R.A. no 276 fol 79,,,
5010630,1563-11-22,Heemskerk,,,"Jan Gerritsz heeft van heer Jasper Jansz en diens broer Huych Jansz 100 Kar ontvangen die deze op 1563-11-08 aan hem geleend hadden, en belooft hen schadeloos te houden (in margine: Jan Gerritsz alias Jan Hugenz); Jan Gerritsz stelt tot onderpand: ""½ van een zaedt landts met het huis daer dat wederdeel of toebehoert St Margrietenconvent te Haerlem""",noord: Dirck Florisz; oost: de Scilpweg; zuid: Adriaen Dircsz van Wyck op t Zee; west: de Scouheijning,O.R.A. no 275 fol 96,,,
5010631,1567-02-01,Heemskerk,,,"Arys Maertsz verleent aan de weeskinderen van Loutgen jonge Willem en Jan Woutersz een custingbrief van 220 £ ter zake van de ruil van hun beider huis,  te betalen in twee termijnen op 1568-05 en 1569 -05; ""op t huys van Jan Woutersz staan 7 hoenderen en op huys van Arys Maertsz staan 8 hoenderen""",,O.R.A. no 276 fol 85,,,
5010632,1563-01-25,Heemskerk,,,"heer Adriaen van Egmont met Dirck Pietersz als voogd  bezwaart, tbv Simon Jansz, custos tot Haerlem, voor de som van 355 Kar gld die hij geleend heeft: ""een crofte zaedtlandts groot 7 achgelen zaeyns.    ",noord: Aernt Willemsz; oost: dë Oesterweg; zuid: Jan Willemsz; west: de Beyfferdewech  ,O.R.A. no 275 fol 75,,,
5010633,1567-05-10,"Heemskerk, de Hofstede",,,"Jan Lourisz stelt tot onderpand een stuk land genaamd ""die hofstede"", groot 8 achgelen zaeyns; gecasseerd 1599-11-29 ",noord: Baefven laen; oost: die groet Zije; zuid: de erfgenamen van Dirck Gerritsz; west: die Scilpwech ,O.R.A. no 276 fol 110,,,
5010634,1567-03-21,Heemskerk,,,"Jan Gerrit Jacopsz, buurman te Haerlem, bewijst aan drie minderjarige kinderen gewonnen bij wijlen Dirckgen Jorisdochter voor hun moeders erfdeel: ""een crofte saedtlandts aen die duijnen, groot 2 morgen""     ",noord: Claes Fransz; oost: de luttick Zije; zuid: het land van St Annaconvent te Haerlem; west: de groet Zije ,O.R.A. no 276 fol 94,,,
5010635,1559-02-10,"Heemskerk, in Breedweer","Jan Anthonisz, poorter der stede Beverwyck","zijn twee weeskinderen, geprocreert bij Margriete Cornelisdochter","losrente van 15 Kar gld per jaar, losbaar met 250 Kar gld; onderpand: ""twee maedt hoeijland in ""Breedtweer"" ",,O.R.A. no 275 fol 23,,,
5010636,1566-11-30,Heemskerk,de ooms en voogden van de weeskinderen van wijlen Ysbrant Willemsz,boelhuis niet verkocht (moest 275 £ opbrengen,"""een crofte zaedtlandts van 3 ackeren gelegen voor t huys van Eemskerckslaen""",,O.R.A. no 276 fol 70,,,
5010637,1569-03-04,Heemskerk,"Jan Arysz en Pouwels Pietersz, de zwagers van Cornelis Gerritsz Alewaers ",geveild doch niet verkocht (moest 260 £ opbrengen)  ,"""een crofte landts gelegen omtrent dije men acker aan dije luttick Zije, zo groot en cleyn haerluyden dat te lotte gevallen is tot haerluijder huisvrouwen moeders erf""",,O.R.A. no 276 fol 240,,,
5010638,1569-12-02,Heemskerk,,,"Huych Heyndricsz, buyrman te Heemskerk, erkent ontvangen te hebben uit handen van de erfgenamen van wijlen Gerrit Gerritsz de somma van 86 Kar gld in afkorting van de somma van 150 Kar gld, ""altoes gereserveerd de rest van 64 K gld alle blyckende bij voergaende brieven van verbandt"". In margine: ""quitantie van cleijn huijchtges gedaen de erfgenamen van wijlen Gerrit Gerritsz""",,O.R.A. no 276 fol 273,,,
5010639,1567-08-28,"Heemskerk, Carneblock",,,"Gerrit Gerritsz wordt borg voor Marijn Cornelisdochter, weduwe Gerrit Cornelisz en stelt tot onderpand: ""een acker zaedtlandts genaempt ""Carneblock"", groot stijf 3 achgelen zaeijens"" ",noord: Huybert Pietersz; oost: Joris Fransz; zuid: Gerrit Gerritsz; west: de luttick Zije ,O.R.A. no 276 fol 127,,,
5010640,1569-01-20,"Heemskerk, in de Gieren","de erfgenamen van Gerrit Gerritsz, an duijn","geveild, doch niet verkocht","""noch 2 entgis gelegen in dije Gyeren  bezuijden den Hondtshel""",,O.R.A. no 276 fol 222,,,
5010641,1569-01-20,"Heemskerk, Carneblock","de erfgenamen van Gerrit Gerritsz, an duijn","geveild doch niet verkocht (moest 175 £ opbrengen), op 1569-03-04 opnieuw geveild en gekocht door Huybert Pietersz; koopsom op 4 maart:  185 £ ","""seecker landt gelegen beoesten die luttick Zije genaemt ""Karneblock""",,"O.R.A. no 276 fol 220, 221,239",,,
5010642,1569-01-20,"Heemskerk, Simon Tamesven","de erfgenamen van Gerrit Gerritsz, an duijn","geveild, doch niet verkocht (moest opbrengen £ 260); 1569-03-04 opnieuw geveild, doch niet verkocht (moest opbrengen £ 250)","""een stucke landts genaempt ""Simon Thamesz Ven""",,"O.R.A. no 276 fol 220, 221, 239",,,
5010643,1565-12-22,Heemskerk,,,"Dirc Dircsz, duynmeyer, Gerrit Gerritsz en Allert Heynricsz, van Castricum, zijn borgen geworden voor de erfgenamen van Aris Dircsz van Castricum en stellen als onderpand: een crofte zaetlandts, groot 10 achgelen zaijens  ",noord: …. Gerritsdochter met haar kinderen; oost: Meijns Pietersz; zuid: de abt van Egmond; west: Evert Govertsz  ,O.R.A. no 275 fol 186,,,
5010644,1567-06-29,"Heemskerk, de Ruynacker",,,"Gerrit Allertsz stelt zich borg voor Symon Jansz, custos, en stelt tot onderpand: ""twee ackeren landts, genaemt ""die Ruynacker"", liggende aen malcanderen, groot 1 morgen""",noord: de kinderen van Fredrick Jansz; oost: de kerckwech; zuid: Simon Gysbetrsz Znijder; west: de beeck ,O.R.A. no 276 fol 124,,,
