Nummer,Heemskerk,Sector,Oppervlakte,Eigenaar,Huurder,Huur/pacht/taxatie,Datum,Bron,Opmerkingen,,,, ,,
4103434,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 20","350 roeden ""daer sijn huijs in staet fol 41"", ""zijn saet 380 roeden""",Louweris Allertsz ,,,1539,"Heemskerk maatboek inv 56 fol 41, 68    ",1561: XII 17; 380 roeden,,,,,,
4103435,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 21","1075 roeden ""drie ackerges bij Baevenlaen""",Dirck Gherritsz Aluwers en Louweris,fol 70v: Pieter Bloemen 4 ackers an Bavenlaan 1075 roeden?     ,,1539,"Heemskerk maatboek inv 56 fol 41, 59v, 70v    ",1561: XII 18,,,,,,
4103436,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 22","1389 roeden ""an die laen 1349 roeden""",Louweris Allertsz ,,,1539,"Heemskerk maatboek inv 56 fol 41, 68    ",1561: XII 19,,,,,,
4103437,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 23","642 roeden ""zijn saet""",Cors Garbrantsz,,,1539,"Heemskerk maatboek inv 56 fol 41, 68v    ",1561: XII 20,,,,,,
4103438,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 24","506 roeden ""sijn saet""",Joest Jansz,,,1539,"Heemskerk maatboek inv 56 fol 41, 69    ",1561: XII 21,,,,,,
4103439,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 25","231 roeden ""sijn saet""",Hubert Pietersz,,,1539,"Heemskerk maatboek inv 56 fol 41, 69    ",1561: XII 22,,,,,,
4103440,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 26","1183 roeden ""daer sijn (huijs) op staet""",Louweris Dircksz,,,1539,"Heemskerk maatboek inv 56 fol 41, 69v    ",1561: XII 23,,,,,,
4103441,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 27","813½ roeden ""bijsijden syn huys""",Hubert Pietersz,,,1539,"Heemskerk maatboek inv 56 fol 41, 69    ",1561; XII 24,,,,,,
4103442,"""Jaepvaers Ven""","""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 28",803 roeden ,Jacop Pietersz?; Dirck Ysbrantsz? ,Jacop Pietersz?; Dirck Ysbrantsz ,,1539,"Heemskerk maatboek inv 56 fol 41, 71    ",1561: XII 25 deel,,,,,,
4103443,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 29","1250 roeden ""sijn saet""",Floris Pietersz,,,1539,"Heemskerk maatboek inv 56 fol 41, 69v    ",1561: XII 25 deel,,,,,,
4103444,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 30",767 roeden ,"Marytgen Hughen; Luen Aerntsz, van Wyck op Zee ",Marigen Huygen,,1539,"Heemskerk maatboek inv 56 fol 41, 73    ",1561: XII 26,,,,,,
4103445,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 31",744 roeden,Dirck Cornelisz Gaerstman,Marytgen Hughen,,1539,"Heemskerk maatboek inv 56 fol 41, 73    ",1561: XII 27,,,,,,
4103446,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 32",1484 roeden ; fol 80: de Regulieren 742 roeden,de Reguliers in de Wyck ½ en Gherit Jacobsz ½ ,Gherrit Jacopsz huurt het deel van de Regulieren  ,,1539,"Heemskerk maatboek inv 56 fol 41, 80    ",1561: XII 28,,,,,,
4103447,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 33",1032½ roeden,Simon Dircksz,,,1539,Heemskerk maatboek inv 56 fol 41    ,"1561: XII 29, 30",,,,,,
4103448,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 34",3066 roeden,Gherrit Jacopsz ,,,1539,"Heemskerk maatboek inv 56 fol 41, 70    ",1561: XII 31 ,,,,,,
      ,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 35","234 roeden ""daer sijn huijs in staet, sijn saet""",Pieter Bloemen,,,1539,"Heemskerk maatboek inv 56 fol 41, 70v    ",1561: XII 32,,,,,,
4103450,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 36","2478 roeden ""land voor zijn (Pieter's) huys"" ",Pieter Bloemen; fol 70v: opsomming van zijn bezit totaal 4½ morgen en 200 roeden ,,,1539,"Heemskerk maatboek inv 56 fol 41v, 70v    ",1561: XII 33,,,,,,
4103451,"""Simon Tamis saet""","""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 37","686 roeden ""een acker in Simon Tamis saet"" ",Gherrit Jacopsz ,,,1539,"Heemskerk maatboek inv 56 fol 41v, 70    ",1561: XII 34,,,,,,
4103452,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 38","654 roeden ""voer Gherit Jacopsz"" ",Maerten Gherritsz,,,1539,"Heemskerk maatboek inv 56 fol 41v, 60v    ",1561: XII 35,,,,,,
4103453,"""Simon Tamis ven""","""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 39","1452½ roeden ""die helft van Simon Thamis ven"" ",Cornelis Olijfiers ,Maerten Gheritsz,,1539,"Heemskerk maatboek inv 56 fol 41v, 60v    ",1561: XII 36 deel,,,,,,
4103454,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 40","538 roeden ""een acker bij het huijs"" ",Dirck Ysbrantsz,Jacop Pietersz,,1539,"Heemskerk maatboek inv 56 fol 41v, 71    ",1561: XII 37 deel,,,,,,
4103455,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 41","925 roeden ""voer syn doer""",Gherrit Gherritsz,,,1539,"Heemskerk maatboek inv 56 fol 41v, 71    ",1561: XII 38,,,,,,
4103456,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 42",747 roeden ,Marytgen Hughen,,,1539,Heemskerk maatboek inv 56 fol 41v    ,1561: XII 36 deel,,,,,,
4103457,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 43","420 roeden ""bij Jacob Pietersz huijs""",Dirc Ysbrantsz,Jacob Pietersz,,1539,"Heemskerk maatboek inv 56 fol 41v, 71    ",1561: XII 37 deel,,,,,,
4103458,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 44","304 roeden ""daer syn huijs in staat"" ",Gherrit Gherritsz Willemsz,,,1539,"Heemskerk maatboek inv 56 fol 41v, 71    ",,,,,,,
4103459,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 45","957 roeden "" bij Gerrit Gerrit Willemsz""",Dirck Dircksz,,,1539,"Heemskerk maatboek inv 56 fol 41v, 72    ",1561: XII 39,,,,,,
4103460,"""den ouwen dijck""","""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 46",693 roeden ,heer Ariaen [van Egmond] en Willem Ludolfz  ,,,1539,"Heemskerk maatboek inv 56 fol 41v, 71v    ",1561: XII 40,,,,,,
4103461,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 47","411 roeden ""syn saet""",Willem Lambertsz,,,1539,"Heemskerk maatboek inv 56 fol 41v, 71v    ",1561: XII 41,,,,,,
4103462,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 48",744½ roeden ,Claes Dircksz,,,1539,Heemskerk maatboek inv 56 fol 41v    ,1561: XII 42 en 43 deel,,,,,,
4103463,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 49",1466 roeden,Diert Dircksz,,,1539,Heemskerk maatboek inv 56 fol 41v    ,1561: XII 42 en 43 deel,,,,,,
4103464,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 50","133 roeden ""3 ackers voer Maritgen Huygen'",Dirck Cornelisz,,,1539,"Heemskerk maatboek inv 56 fol 41v, 68    ",1561: XII 44 deel,,,,,,
4103465,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 51","310 roeden (acker); ""een acker voer Maritgen Huijgen""",Hubert Pietersz,,,1539,"Heemskerk maatboek inv 56 fol 41v, 69   ",1561: XII 44 deel,,,,,,
4103466,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 52","310 roeden ""een acker voer Pieter Jacobsz doer""",Marytgen Huijghen. Pieter Jacobsz ?  ,Marytghen Huygen?,,1539,"Heemskerk maatboek inv 56 fol 41v, 73    ",1561: XII 44 deel,,,,,,
4103467,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 52a","100 roeden ""haer zaet""",Maritgen Huijgen,,,1539,"Heemskerk maatboek inv 56 fol 41v, 73    ",1561: XII 45 en 46 deel,,,,,,
4103468,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 53","980 roeden  ""zyn zaet""",Gherrit Gherritsz de oude duen,,,1539,"Heemskerk maatboek inv 56 fol 41v, 73v    ",1561: XII 45 en 46 deel,,,,,,
4103469,,,"98 roeden; ""noch den aelmisacker 380 roeden""",Cornelis Gerytsz snijder,,,1539,Heemskerk maatboek inv 56 fol 85    ,,,,,,,
4103470,,,"""zijn zilver ende gout""  ",Willem Cornelisz van Rietwijc,,"getaxeerd voor 200 £ , maakt de 100e penn op 2 £ ",1570,100e penn Heemskerk 74 fol 46v    ,,,,,,,
4103471,,     ,1426 roeden,Heynric Jansz Bochter Jan Amelingen kinder ,,,1539,Heemskerk Maatboek inv 56 fol 6,[zie op Jan Aemgars kinderen],,,,,,
4103472,,Grofweer ten oosten van Hoogdorperweg,1070 roeden verhoefslacht in St Aechtendyc,Alyt van Assendelft,1069½ roeden aan Claes Ghertisz Vienden [van Assendelft] ,,1539,"Heemskerk maatboek inv 56 fol 2v, 18, 52v",,,,,,,
4103473,,ten zuiden van de Hecksloot,1922½ roeden daer sijn huus op staat. De susters hebben een acker in de croft 175 roeden; nog 221 roeden aldaar.,Claes Viengen [van Assendelft],,,1539,"Heemskerk Maatboek inv 56 fol 15v, 25",,,,,,,
4103474,,tussen Cuijkers- en grote Houtweg,603½ roeden ,Claes Viengsz [van Assendelft],,,1539,Heemskerk Maatboek inv 56 fol 28,,,,,,,
4103475,,,"opsomming van zijn bezit, totaal 16½ morgen min 6 roeden",Claes Gheritsz Vienden [van Assendelft],,,1539,Heemskerk Maatboek inv 56 fol 52v,,,,,,,
4103476,,,510½ roeden  ,Trijn Garbrants,Claes Gheritsz Vienden [van Assendelft] huurt dit ,,1539,Heemskerk Maatboek inv 56 fol 74,,,,,,,
4103477,,,505½ roeden in Claes Vienden [van Assendelft] saet ,Trijn Garbrantsz,,,1539,Heemskerk Maatboek inv 56 fol 74,,,,,,,
4103478,,,"2 ackers, 330 roeden, belend voor Claes Vienden laen en ten noorden van Claesen laen",Louris Heynricsz,,,1539,"Heemskerk Maatboek inv 56 fol 84v, 51v",,,,,,,
4103479,,in de Grote myen maet,2415 roeden,Bartelmeus Viengs/Vients weduwe [van Assendelft]  ,2425 roeden bruict Heynric Jan Bochters,,1539,"Heemskerk Maatboek inv 56 fol 7v,  gemeente archief fol 20, 63v",,,,,,,
4103480,,,,heer van Assendelft,"Gerrit Cornelisz huurt helft land, andere helft huurt Claes Ysbrantsz ",,1561,"10e penn Heemskerk 74 fol 51, 51v",,,,,,,
4103481,,,892½ roeden ,Cornelis Pietersz (wijk aan zee) en Berch [Florisz] en Willem Ludolfsz   ,verhuren  aan Simon Dircsz,,1539,Heemskerk Maatboek inv 56 fol 67 ,,,,,,,
4103483,,,,Barys tot Utrecht ,verhuurt land te Heemskerk,,1570,100e penn Heemskerk 74 fol 21v  ,,,,,,,
4103484,,,1074 roeden weiland te Heemskerk,Barys tot Utrecht ,verhuurt dit,10½ £ ,1570,100e penn Heemskerk 74 fol 32  ,,,,,,,
4103485,,,1265½ roeden hooiland te Uitgeest,Barys tot Utrecht ,verhuurt dit op 26 october 1566,7½ £ ,1570,100e penn Heemskerk 74 fol 45  ,,,,,,,
4103486,,Cuijpersven, 4564½ roeden,Joest de bastaard [van Brederode] , Louweris Heynric Danielsz [bruict Dirc Louwericsz]   ,,1539,Heemskerk maatboek inv 56 fol 14  ,,,,,,,
4103487,,ten zuiden van de Hecksloot,1066½ roeden,Joest de bastaard [van Brederode] ,,,1539,Heemskerk maatboek inv 56 fol 15v  ,,,,,,,
4103488,,ten zuiden van de Hecksloot,108 roeden ,Joest de bastaard [van Brederode] ,,,1539,Heemskerk maatboek inv 56 fol 26v  ,,,,,,,
4103489,,tussen Cuykers- en Grote Houtwech,538 roeden,Joest de bastaard [van Brederode] ,,,1539,Heemskerk maatboek inv 56 fol 27v  ,,,,,,,
4103490,,tussen de Oester- en de Kerkweg,334½ roeden,Joest de bastaard [van Brederode] ,,,1539,Heemskerk maatboek inv 56 fol 31  ,,,,,,,
4103491,,,opsomming van zijn bezit 16 morgen en 314 roeden,Joest de bastaard [van Brederode] ,,,1539,Heemskerk maatboek inv 56 fol 51,,,,,,,
4103492,,ten noorden van de Hecksloot,1431½ roeden,Jan van Bekesteyn te Amsterdam,bruict Gheryt Willemsz,,1539,"Heemskerk maatboek inv 56 fol 10, 22, 54",,,,,,,
4103493,,tussen de Hecksloot en de Oosterweg,2652½ roeden,Wouter van Bekesteyn ,,,1539,Heemskerk maatboek inv 56 fol 25v,Incoert bezit ± 1593 de 2652½ roeden,,,,,,
4103494,,ten zuiden van de Hecksloot,1937 roeden,Wouter van Bekesteyn ,Jan Jacobsz,,1539,Heemskerk maatboek inv 56 fol 16,,,,,,,
4103495,,ten zuiden van de Hecksloot,7006½ roeden,Wouter van Bekesteyn ,,,1539,Heemskerk maatboek inv 56 fol 26v,,,,,,,
4103496,,tussen de Oester- en de Kerkweg,141½ roeden,Wouter van Bekesteyn ,,,1539,Heemskerk maatboek inv 56 fol 31,,,,,,,
4103497,,ten noorden van de pastoorscroft  ,1935 roeden,Wouter van Bekesteyn ,bruict Gheryt Willemsz,,1539,Heemskerk maatboek inv 56 fol 54,,,,,,,
4103498,,,7006½ roeden en een acker,"Wouter van Bekesteyn, schout tot Harlem ",verhuurt aan Maertens en houdt 141½ roeden,,1539,Heemskerk maatboek inv 56 fol 60v,,,,,,,
4103499,,,2258 roeden,Wouter van Bekesteyn tot Haerlem,verhuurt te Heemskerck  ,30 Kar gld,1561,10e penn Heemskerk 74 fol 4 ,,,,,,,
4103500,,,1361 roeden,Wouter van Bekesteyn tot Haerlem,verhuurt,18 Kar gld,1561,10e penn Heemskerk 74 fol 4 ,,,,,,,
4103501,,tussen de beide houtwegen,2832 roeden ,Wouter van Bekesteyn tot Haerlem,verhuurt  ,22 Kar gld 15 st ,1561,10e penn Heemskerk 74 fol 28 ,,,,,,,
4103502,,,1937 roeden,Wouter van Bekesteyn tot Haerlem,verhuurt ,41 kar gld,1561,10e penn Heemskerk 74 fol 31 ,,,,,,,
4103503,,,1146½ roeden geestland te Heemskerk,Wouter van Bekesteyn tot Haerlem,verhuurt  ,16 £ ,1570,100e penn Heemskerk 74 fol 11,,,,,,,
4103504,,,,Aef Heindriesdochter,,,1561,"10e penn Heemskerk 74 fol 34, 51v (met Huych Heijndriesz, haar broer)  ",gemeente archief aldaar.,,,,,,
4103505,,,,Aef Gerbrand Gerritsz weduwe,,,1561,"10e penn Heemskerk 74 fol 4v, 5, 5v, 8, 8v,9, 13v (Trijn, haar zuster), 14, 15v, 21v, 22 ",gemeente archief aldaar.,,,,,,
4103506,,,,Baef Jacops Vroedwijf,,,1561,10e penn Heemskerk 74 fol 43v,gemeente archief aldaar.,,,,,,
4103507,,tussen de St Aechtendijc en het veer,1978 roeden,Baert Dircsz,,,1539,Heemskerk maatboek inv 56 fol 4v,,,,,,,
4103508,,in Watercamp,231 roeden ,"Bouwen Dircks, Baert Dircs vroe…. ",,,1539,Heemskerk maatboek inv 56 fol 8,,,,,,,
4103509,,,575 roeden ,Baert Dircsz en Gerrit Steffensz,Maerten Arisz,,1539,Heemskerk maatboek inv 56 fol 14v,,,,,,,
4103510,,ten oosten van de Hoochdorperweg,1430½ roeden,Baert Dircsz ,,,1539,Heemskerk maatboek inv 56 fol 17,,,,,,,
4103511,,Keijlgars met de Notwech,3160 roeden,Baert Dircsz,,,1539,Heemskerk maatboek inv 56 fol 17,,,,,,,
4103512,,tussen de Hoogdorper- en Cuijkersweg,3275½ roeden,Baert Dircsz,,,1539,Heemskerk maatboek inv 56 fol 27,,,,,,,
4103513,,Hoogdorperviertel,"verschillende percelen land, 15½ morgen en 97 roeden ",,huurder is Baert Dircsz,,1539,Heemskerk maatboek inv 56 fol 45,,,,,,,
4103514,,,ongedateerde lijst van bezit ,heer van Assendelft,"Baert Dircsz huurt: 166 roeden en 9 voet ackerland in de commandeurscroft; een stuck land achter de Grofweer van 2 morgen , 791 roeden en 6 duim",,1570,100e penn Heemskerk 74 II fol 56 ,,,,,,,
4103515,,in de grote myen mat,2415 roeden,Bartelmeus Vings/Vients weduwe ,Heynric Jan Bochter,,1539,"Heemskerk maatboek inv 56 fol 7v, 20v, 63v ",,,,,,,
4103516,,,393 roeden,Claes Pietersz,mr Bartelmeus,,1539,Heemskerk maatboek inv 56 fol 14,,,,,,,
4103517,,ten zuiden van de Hecksloot,2077 roeden,mr Bartelmeus en mr Jacop ,,,1539,Heemskerk maatboek inv 56 fol 26v,,,,,,,
4103518,,,"een acker aann de Wollenaer 282 ½ roeden; in Watercamp 401 roeden; en nog ""die maed"" ",mr Bartelmeus,bruict Gheryt Gheryt Vrouwen  ,,1539,Heemskerk maatboek inv 56 fol 58v,,,,,,,
4103519,,in Watercamp,200½ roeden,mr Bartelmeus,Claes Pieters,,1539,Heemskerk maatboek inv 56 fol 63,,,,,,,
4103520,,Paardelant,¼ deel; 518¾ roeden  ,Louweris Dircsz ¼ deel en mr Bartelmeus  en mr Jacob 518¾ roeden    ,,,1539,Heemskerk maatboek inv 56 fol 69v,,,,,,,
4103521,,Paardelant,1038½ roeden,mr Bartelmeus en mr Jacob ,Dirc Woutersz,,1539,Heemskerk maatboek inv 56 fol 86,,,,,,,
4103522,,in Watercamp,393 roeden,mr Bartelmeus,,,1539,Heemskerk maatboek inv 56 fol 24,,,,,,,
4103523,,opschrift : Uitgeest,1265½ roeden hooiland te Uitgeest,,huurder is Bartholomeus Gerbrants,,1570,100e penn Heemskerk 74 fol 45,,,,,,,
4103524,,verhoefslacht in St Aechtendorp,"de Hoeghe camp, 2758½ roeden  ",Alyt en Baertgen [Tamis Gherytsz weduwe] ,,,1539,Heemskerk maatboek inv 56 fol 2,,,,,,,
4103525,,Smalweer,544 roeden,"Alyt en Baertgen Os van Hoflant, Erm Cornelis Heynrics weduwe verhoefslacht als voren   ",,,1539,Heemskerk maatboek inv 56 fol 3,,,,,,,
4103526,,,"opsomming van haar bezit ""op het Hofland"" 3½ morgen 38½ roeden en 3 voet",Baertgen Thamis Gherytsz weduwe,,,1539,Heemskerk maatboek inv 56 fol 78,,,,,,,
4103527,,"ten noorden van de Maedwech, verhoefslacht in St Aechtendyk ",1293½ roeden de sluiscamp,Baertgen Thamis ,,,1539,Heemskerk maatboek inv 56 fol 2,,,,,,,
4103528,,Bennebroekerland,11 hout weiland ,Balich Gerytsdochter tot Schalkwyk,Floris Louwerys,26 R gld,1561,10e penn Heemskerk 74 fol 7v,,,,,,,
4103529,,,,Balich Ysbrant Willemsz weduwe tot Alcmaer [zij is Balich Woutersdochter] ,,,1561,10e penn Heemsker 74 fol 17v,gemeente archief aldaar.,,,,,,
4103530,,,het hoge hof van Haerlem ,heer van Assendelft,Balich Ysbrand Willemsz weduwe,,< 1561,    ,,,,,,,
4103531,,,,Bely Dirck Laurensz weduwe ,,,[1561],"10e penn Heemskerk 74 fol 14v, 23, 29",gemeente archief aldaar.,,,,,,
4103532,,,,Bely Huijch Jacopsz weduwe,,,[1561],10e penn Heemskerk 74 fol 62v,gemeente archief aldaar.,,,,,,
4103533,,tussen de Hecksloot en de Oosterweg,"croft, 2732 roeden",Allard Gherijtsz,,,1539,Heemskerk maatboek inv 56 fol 25,in 1593 in bezit van Bely Maertensz,,,,,,
4103534,,,,"Bely Pietersdochter en Jan Pietersdochter, haar zuster",,,[1561],"10e penn Heemskerk 74 fol 8, 11v, 36v, 41, 46 ",gemeente archief aldaar.,,,,,,
4103535,,"in ""die grote mijenmat'""",,Berch Florisz,,,1539,Heemskerk maatboek inv 56 fol 6,,,,,,,
4103536,,duinviertel,892½ roeden,"Willem Ludolfsz, Berch Florisz en Cornelis Pietersz, backers op zee  ",Symon Dirksz ,,1539,Heemskerk maatboek inv 56 fol 67 ,,,,,,,
4103537,,"""in Watercamp""",231 roeden,Bouwen Dircsz [ Baert Dircs Vroe…],,,1539,Heemskerk maatboek inv 56 fol 8,,,,,,,
4103538,,ten zuiden van de Scepelingenberch ,160½ roeden aelmis lant,Heynric Jan Bochtersz en leijt bewoechtet Bouwen Dirksz  ,,,1539,Heemskerk maatboek inv 56 fol 63,,,,,,,
4103539,,,huis met het veer,heer van Assendelft,Broer van het veer,9 £ ,1570,100e penn Heemskerk 74 fol 33,,,,,,,
4103540,,,,Katrijn Claes Pietersz weduwe ,,,[1561],"10e penn Heemskerk 74 fol 4v, 12v, 13, 18, 41, 58 ",,,,,,,
4103541,,tussen St Aechtendyc en het veer,3551½ roeden,Katryn Gerbrants,,,1539,Heemskerk maatboek inv 56 fol 4,,,,,,,
4103542,,ten zuiden van de Hecksloot,…... roeden,Katryn Gerbrants,,,1539,Heemskerk maatboek inv 56 fol 15v,,,,,,,
4103543,,ten zuiden van de Hecksloot,3526 roeden  ,"Katryn Gerbrants, Allartt Gherytsz en Gheryt Willemsz ",,,1539,Heemskerk maatboek inv 56 fol 16,,,,,,,
4103544,,ten oosten van de Hoogdorperweg,342½ roeden,Katryn Gerbrants,,,1539,Heemskerk maatboek inv 56 fol 17,,,,,,,
4103545,,tussen Cuykers- en grote Houtweg,513 roeden ,Katryn Gerbrants,bruickt Maeren Dirksz,,1539,Heemskerk maatboek inv 56 fol 27v,,,,,,,
4103546,,tussen Cuykers- en grote Houtweg,510½ roeden; 520½ roeden,Katryn Gerbrants,,,1539,Heemskerk maatboek inv 56 fol 28,,,,,,,
4103547,,tussen Grote- en Kleine Houtweg ,"503 roeden, haar croft aldaar 2275 roeden",Katryn Gerbrants,,,1539,Heemskerk maatboek inv 56 fol 35,,,,,,,
4103548,,tussen Grote- en Kleine Houtweg ,1668½ roeden,Katryn Gerbrants,,,1539,Heemskerk maatboek inv 56 fol 35v,,,,,,,
4103549,,,"808 roeden 4 voet, een croftgen teynden aan Tryn Garbrans  croft","Claes Willemsz, casteleyn ",,,1539,Heemskerk maatboek inv 56 fol 66,,,,,,,
4103550,,,"opsomming van haar bezit, totaal 11½ morgen, 123½ roeden en 3 voet ",Katryn Gerbrants,,,1539,Heemskerk maatboek inv 56 fol 74,,,,,,,
4103551,,,"764 roeden, 2 ackers ten noorden van Trijn Garbrants croft",Hilgont Ariaens weduwe,,,1539,Heemskerk maatboek inv 56 fol 75,,,,,,,
4103552,,in Smalweer,3551½ roeden,Katryn Gerbrants,,,1539,Heemskerk maatboek inv 56 fol 18v,,,,,,,
4103553,,,606 roeden ,Katrijn Gerritsdochter tot Zantvoort,verhuurt 606 roeden ,6 £ 15 st,1570,100e penn Heemskerk 74 fol 32v ,       ,,,,,,
4103554,,,,Katrijn Dircken,,,[1561],"10e penn Heemskerk 74 fol 12, 21v, 22v, 23v, 18 [weduwe Claes Pieters] ",gemeente archief aldaar.,,,,,,
4103555,,,haer huis daer de kerc op heeft jaarlijks 2 st,Trijn Cornelisdochter,,getaxeerd voor 1 £ 18 st,1570,100e penn Heemskerk 74 fol 24,,,,,,,
