id,datum,naam,inhoud,bron,getuigen,bijzonderheden,,
1071915,1599-07-17,Grijp,"huwelijk Amsterdam: Cornelis Claesz van Macholen, van Sommelsdyck (akte van Christianus Merlinus, predikant aldaar) met Soetgen Jacob Grijpsdochter, van Bergen op Zoom, wonende te Sommelsdijk",G.A.Amsterdam DTB 762A fol 61v,,,,
1071916,1653,Grijp van Valckesteijn,Pieter Florisz Grijp van Valckesteijn vraagt aan de Staten van Holland venia aetatis,Index J.A. Jaeger p 28,,,,
1071917,1665,Grijp,"Tielman Grijph te Portugaal, vraagt aan de Staten van Holland venia aetatis",Index J.A. Jaeger p 28,,,,
1071918,,Grijp,"genoemd:  -- Grijp x Hendrik van Houttyn; 1554: Boudewijn van Roon bezat het huis te Valkesteyn in Poortugaal bij Roon, dat naderhand toebehoord heeft aan Joost Grijp van Valkesteyn van Dordrecht","Batavia Illustrata bl 1139, 1074",,,,
1071919,1476,Grijpensteijn,"akte waarbij Otto van Rechteren, ridder, aan Aernt van Zulen van Blasenborch de hofstede te Grijpensteijn met 24 morgen land in Tul en t Waal en de tienden in het kerspel Vreeswijk verkoopt. Met akte waarbij hij dezelfde met de genoemde goederen beleent, omdat de bisschop niet genegen is bevonden over de opdracht te staan en Aernt van Zulen te belenen",Inv Arch Kapittel ten Dom no 4270,,,,
1071920,1319-11-02,Grijpensteijn,"Hollands leen in Gelre: 22A en 22B) de Cocshoeve in Herwijnen, zijnde twee hoeven, belend boven: de hoeve van Arnouts kinderen, beneden: de hoeve van ver Lisen neef, beleend: Margaretha, gehuwd met Gysbert van Herwijnen, die lijftocht heeft, bevestigd door hun zoon Jan; 1331-02-18: Pieter van Grypenstein, zoon van heer Otto van Asperen en Hagestein, bij overdracht door vrouwe Margaretha van Eewijc en haar man heer Dirc, evt te komen op de erven van Pieters moeder; 1354-04-21: Pieter van Grypenstein; 1360-09-24: Otto van Asperen, gesplitst in 22 A) en 22 B); 22A) de nederste hoeve, 25 à 26 morgen, belend boven: heer Hendrik van Malsen, beneden: de Papenprove, Gillis en Gerrit van Heesbeen en Hendrik van Baersdonc, 1364-02-28: Gysbert van Loon na overdracht door Otto van Asperen; 22B): de helft, aan de bovenzijde van de Cocshoeve, 26 morgen, belend boven: erven Seel Arnoutsz, beneden: Pieter, de bastaard van Asperen [van Grijpestein] met de wederhelft; 1355-09-10: Hendrik van Malsen, ridder, na overdracht door Pieter bastaard heer van Asperen",Ons Voorgeslacht 01-1988 p 20,,,,
1071921,1356~,Grijpensteijn,"Jan van Gripenstein behoort tot het gesinde van de heer van Cranendonk, met 6 paarden, in dienst van hertog Willem graaf van Holland",R.A.H. Coll Aanw 37 fol 85,,,,
1071922,1432-04-06~,Grijpensteijn,"""item in derselver manieren heeft mijn Heer gegeven, an erve te beleggen van minen Heer te ontfaen ende sinen nacomelingen, heeren Cracht van Gripensteijn 400 £ Tourn""",R.A.H. Coll Aanw 42 fol 36,,,,
1071923,1290-04-11,"Grijpskerke, van",opgaaf der goede lieden die de graaf van Vlaanderen hulde hebben gedaan: no 14) Haines de Griepskerca,v.d. Bergh II no 695,,,,
1071924,1290-06-12,"Grijpskerke, van",uitspraak in het geschil tussen graaf Floris V en de Zeeuwse edelen: op Walcheren o.a. Hamer de Gripskerke,v.d. Bergh II no 723,,,,
1071925,1299-09-26,"Grijpskerke, van","Jan van Baersdorp, Arnoud veren Rozenz, Hendrik Bruysz, Jan Willemsz van der Maelstede en Claeys Woutersz van Grijpskerke, blijven de graaf van Holland borg voor Henrik van Zoutelande, om deze weer in de gevangenis te leveren",v.d. Bergh II no 1082/Van Mieris I 607,,,,
1071926,"1453, 1487, 1504","Grijpskerke, van","Adrien, fils de Henri van Grijpskerke, homme du comte de Zélande; 1487: Jacques van Grijpskercke, fils de Guillaume, idem; 1504: Jean van Grijpskeercke, fils de Simon, idem",De Raadt I p 517,,,,
1071927,1524-07-06,"Grijpskerke, van","Heinric van Borssele, ridder, Jacob van Domburch, ridder, Hubrecht van Ruyven, Pancras Jansz van der Hayman, Heinric Crabel, Cornelis Heinricsz van Grypskercke, Wouter van Domburch, Adriaen van der Hooge, zijn leenmannen van Zeeland Bewesterschelde; oorspronkelijk: met hun zegels",Arch Duivenvoorde Inv no 26 regest 199,,,,
1071928,1661,"Grijpskerke, van","Grote Kerk te Veere: begraven Marinus Huygens, predikant, en zijn huisvrouw Anna van Grijsperke, sterft 27 juli aetatis sua 51 ann",Wapenheraut jg I: 91,,,,
1071929,"1299, 1500~1600","Grijpskerke, van","Nicolaaus Wouter van Grijperskerke, borg voor Hendrik Soutelande; Elisabeth van Grypskerke x Johan van Cuyl; Simon van Grijpskerken in Zeeland, 16 eeuw, dochter x Jacob van Renesse van Baar","Batavia Illustrata bl 1198, 929, 1065",,,,
1071930,1500~1550,Grypsperrre,Pieter van Grypsperre x Margriete van Haeften,Batavia Illustrata bl 890,,,,
1071931,1605~,"Guernouval, de","Livina de Guernouval, x Nicolas Anthony van Spangen, geboren ± 1605",Batavia Illustrata bl 1105,,,,
1071932,1339-03-20 (1338),"Grille, de","graaf Willem maakt Dieric den Grille tot zijn schermmeester, op een salaris van 10 £ Holl per jaar en een paar cledre",Van Mieris II p 608,"Egidius de Cralinghe, Gher Heynenz",,,
1071933,,"Grillet, de","Anna de Grillet x Arent van Dorp, ridder",Batavia Illustrata bl 935,,,,
1071934,1500~1600,Grim,Abraham Grim x Cunera Oem van Wijngaarden,Batavia Illustrata bl 1040,,,,
1071935,1615~,Grim,"Abraham Grim, luitenant van de compagnie van de commandeur Albout, 23 jaar gediend hebbende en als luitenant 15 jaar, solliciteert naar een kapiteinschap",Kroniek Hist Gen Utrecht 1853 p 161,,,,
1071936,1307-12-28,Grimaldi,"graaf Willem geeft de admiraal Grimaldi 300 £ kl Tourn per jaar, daar hij het huis Koudekerk, dat hij voor een waarde van 500 £ heeft, niet rustig kan bezitten",Reg Hann p 23,,,,
1071937,1200~,"Grimbergen, van","stamreeks: Godefridus III dux Brabantiae, Wilhelmus dominus de Perwers 1201, Godefridus dominus de Perwers x Alicia domina Grimbergae et Ninovia, 1230 etc","Miraeus: Opera Dipl I p 775, 441",,,,
1071938,1258,"Grimbergen, van","Wilhelmus van Grimbergen, stamreeks; Henricus van Grimbergen, zoon van Wilhelmi Ascani x Sybilla de Landas, dochter van Hellinus, advocatus de Cysoing (± 1250)","Miraeus: Opera Dipl I p 427, 747, 412",,,,
1071939,1096,"Grimbergen, van","Ida, gravin van Bouillon en haar zoon Godfried doen een gift aan het klooster Affinghem ",Sloet no 196,Lamberti nostri capellani; Gerardi comitis de Gelre en zijn broer  Henrici; Godescalci de Jacen; Henrici de Cuck; Cononis de Montaut; Theoderici de Bemel; Henrici de Birbaica; Baldwini de Ostervic; Walteri de Grimbergis; Reineri advocati  Leodicensis,,,
1071940,1127-10-02,"Grimbergen, van",op raad van Godefridus en Hermannus de Chuc stelt de bisschop van Utrecht 4 jaarmarkten te Utrecht in,v.d. Bergh I no 113,"testes laici liberi: Adelhaerdus, Symon; Dux junior Godefridus,  comes Hollandensis, comes Trajectensis Theodericus, Godefridus et Hermannus de Chuc, Arnoldus de Grimbergen, Hermannus filius Theoderici",,,
1071941,1146~,"Grimbergen, van","Walter van Grimbergen getuigt dat hij met zijn broers Gerard en Arnoud, proost, zekere bezittingen te Werchter en elders aan de abij te Middelburg heeft geschonken",De Fremery regest no 7/Bijdr Gesch Bisdom Haarlem XX bl 174,,,,
1071942,1196-03-06,"Grimbergen, van",keizer Hendrik beslist het geschil over het graafschap Veluwe tussen de bisschop van Utrecht en de hertog van Lotharingen,Oorkbk Sticht Utrecht no 527,"testes: Ludolphus Magdeburgensis, Hartunus Bremensis, Hermannus lantgravius Thuringiae, Otto comes de Bentheim, comes Lambertus de Erfordia, Gwiehardus burggravius de Magdeburg, comes Albertus de Werningerode, Rubertus de Clurne, Cuno de Mincemberc, Marquardus dapifer, Drushaidus de Kesteneburc, Heinricus camerarius de Groiz, Heinricus pincerna de Lutra, Gerardus de Grimberc, Arnoldus de Wisemal",,,
1071943,1200-11-03,"Grimbergen, van",verdrag tussen Hendrik I van Brabant en Dirk VII waarbij de laatste o.a. Zuidholland in leen ontvangt,v.d. Bergh I no 183,"homines comitis: Rutgerus de Merken, Hugo de Vorne, Theodericus de Halthena, Gerardus de Hurst, Wilhelmus de Thelinge, Simon, Johannes en Ysbrand de Harlem, Albertus Barnardi, Walterus de Egmonde, Florentius de Wolde, Philippus de Wasnare, Arnoldus, Henricus en Johannes de Riswic, Theodericus Bokel; Theodericus Trajectensis episcopus, Machtildis ducissa, Henricus dux de Limburg, Albertus comes de Dasburg, Philippus comes Namurensis, Wilhelmus frater ducis, Henricus de Kuc, Albertus filus eius, Walterus Bertold, Godefridus de Scoten, Arnoldus de Grimbergen, Arnoldus de Diest, Leonius de A, Godefridus castellanus de Bruxella, Arnoldus de Wesemale, Arnoldus de Walem, Wilhelmus Vulpes, Walterus Bac, homines de Brabant",,,
1071944,1206-10-14>,"Grimbergen, van",Hendrik hertog van Brabant erkent dat de graaf van Loon hem als leenheer hulde gedaan heeft,v.d. Bergh I no 209,"Rotgerus de Merehem, Theodoricus de Altena, Otto de Bornen, Willelmus de Petershem, Arnoldus et Hermannus frater eius de Elslo, Robertus de Berlo, Raso de Curtheraco, Willelmus de Golthem, Theodoricus castellanus de Los; obsides ducis: Godefridus de Scoten, Arnoldus de Diest, Gerardus de Grimbergen, Gerardus de Jacia, Godefridus castellanus de Bruxella, Arnoldus de Walheim, Arnoldus de Wesemale, Arnoldus senes callus, Goswinus de Heverla, Robertus de Thenis",,,
1071945,1241-03-01,"Grimbergen, van",graaf Willem II schenkt aan de Maria abdij te Middelburg een halve hoeve  in het ambacht van Oostcapelle,De Fremery no 79,"testes: o.a. Henricus dominus de Vorne, W. de Grimberge",,,
1071946,1247-12-21,"Grimbergen, van","Willem II graaf van Holland verklaart aan de abdij van Middelburg dat hij de advocatie van die kerk, hem aanbestorven bij kinderloos overlijden van Symon van Zandyc, niet weer in leen uit zal geven of vervreemden ",De Fremery no 95,"testes: comes A de Alto Monte, Johannes de Avenes, Wilhelmus de Grinbergen, Symon de Zubburghe, Arnoldus de Gois, Egidius de Voorscoten, Jhoannes de Barlen, Wilhelmus de Breitenrode",,,
1071947,1248-06,"Grimbergen, van","graaf Willem II verkoopt het vleeshuis te Zierikzee, gelegen naast het stenen huis van Poppo, aan Gillis en Lauen zonen van Ellics Modden, poorters van Zierikzee",v.d. Bergh I no 459," Wilhelmus de Grimbergen, Heynricus Buffel en Daniel, onze klerk",,,
1071948,1256-10-14,"Grimbergen, van","Godfried van Perweis, heer van Grimbergen stelt zich borg voor het verdrag tussen Floris van Holland en gravin Margaretha van Vlaanderen",v.d. Bergh II no 8,,,,
1071949,"1296, 1298","Grimbergen, van","Robert de Grimberghe, heer van Assche; 1298: Gerard de Aa, heer van Grimberghe","De Raadt I p 170, 157",,,,
1071950,1323-04-25,"Grimbergen, van","scheiding van goederen tussen Johannes de Almelo en zijn broer Ecbert de Almelo, door tussenkomst van hun oom Johannes de Benthem, Bernhardus de Zekelinge, Henricus de Almelo, Otto en Bernhard de Welvelde, Rodolfus de Peze en Thidericus de Grimberghe",Jungius p 121 t/m 123,"presentibus: Johanne comite praefato, Bernardo de Zekelinge, Everardo de Bevervorde, militibus, Henrico de Almelo, Ottone et Barnardo de Welvelde, Rodolfo de Peze, Thiderico de Grimberghe, Hermanno de Enthere, Ecberto Welghem, Woltore de Haslo, Johanne de Reve, Bernardo Suederi, Johanne Welghem, Ecberto Mosturo, famulis",,,
1071951,1332-02-14,"Grimbergen, van","Jan van Grimbergen doodgeslagen te Vere, zijn verwant heer Jan van Pollanen krijgt 100 £ Tourn",Van Mieris II p 511,,,,
1071952,1375,"Grimbergen, van","Jean van Grimbergen, prêtre, et Aleyd, sa soeur, kinderen van heer Philips van Voorburch, transportent une rente devant l'écoutète du métier de Wateringen [uit van Wassenaer?]; zegel van Johannis de Grimberghen (presbyter) en van Pieter Symonsz die voor Aleid van Grimbergen zegelt","De Raadt I p 516, III p 361",,,,
1071953,1554-12-30,"Grimbergen, van","mandement van keizer Karel V tegen Jan van Grimbergen, genaamd Oldenboeken, als man en voogd van Clara Turk, zuster van Elisabeth Turk vrouwe van Nyenrode",Berigten Hist Gen IV p 120/Arch Nyenrode,,,,
1071954,1336-03-27,"Grimbergen, van","de bisschop van Utrecht verklaart dat hij de graaf van Gelre 43000  £ Zw Tourn geleend heeft om daarmee het huis en de heerlijkheid Diepenheim en het graafschap Dalen te betalen, waarvoor hij hem in pand geeft: slot en land van Vollenhove, het land van Salland en bij de Vecht, het huis te Goor en Twenthe",Reg Bisschoppen Utrecht no 1168,"Rodericus de Voerst, Engelbertus de Gerner, Everardus de Bevervorde, Godfridus de Gore, Johannes de Cuynre, Henricus de Ehze, Egbertus de Almelo, Hermannus de Lage, Swederius de Rechtere, de broers Theodericus en Ecbertus de Grimbergen, Johannes de Tye, Henricus zoon van Godfridus de Borclo, Johannes Redinc, Stephanus de Rutenberch, Wilhelmus de Bochorst, Swederus de Daminc, Gerardus Heyne, Johannes de Ostenwoude, Gerardus de Wenlo, Arnoldus Wilde, Wynekinus Putepas, de burgemeesters, schepenen raden van Deventer, Zwolle, Hasselt, Genemuiden, Ommen, Rijssen, Goor en Oldenzaal beloven de graaf als hun landsheer te aanvaarden",Overijssel,,
1071955,1326-01-25,"Grimbergen, van","de bisschop van Utrecht moet 200 mark Brabants betalen aan de heer van Keppel, ter wille van de dochter van Herman van Laghe, zusterskind van de heer van Keppel. De borgen zullen zorgen dat dit bedrag aan de heer van Keppel, Bernd heer van den Nahuse of Vrederic van der Ehze, ridders, ter hand wordt gesteld of anders in lesting te komen binnen Deventer",Reg Bisschoppen Utrecht no 689,"borgen: Hubrecht, proost van Oldenzaal, Arnold van Boxtel, proost van Arnhem, Bernd heer van den Nahuse, Evert van Bevervorde, ridders; Herman van Laghe, Rolof van Peedse, Ecbrecht van Grunberghe [Grimbergen], Bernd van Zudenna, Sander van Oppburen, knapen",Overijssel,,
1071956,1338,"Grimbergen, van","Agnes vrouwe in Almelo, weduwe van Egbertus van Almelo, met hun kinderen Arnoldus, Hadewigis en Coneghundis verkopen aan de abdij Werden de curtis de Monekinchof (bij Oldenzaal)  in Elvether [Elfter] bij Aldenzele;  allen worden genoemd als ""coheredes"" van Agnes, ook Hermannus domicellus in Ahus, zijn vrouw Agnes en hun kinderen Bernard, Ludolf en Agnes doen bij deze akte afstand van deze hof, ten gunste van de abdij Werden ","De Raadt III p 396, Sceaux Armoriés I  162,164, 249,362, 501, 516; Düss. Werden no 107","zegels: Agnes, haar zoon Arnold, Godefridus de Gore, ridder, Egbertus de Grimberge, knape, Everard van Bevervoorde, ridder, Jan van Bevervoorde, knape, Arnoldus de Sconenvelde",Overijssel,,
1071957,1344,"Grimbergen, van",cameraarsrekening van Deventer: - receptum Egidii de exactrionibus ……. Rodolphi de Bevervoerde. Primo a Hermanno de Zuedenna et Ecberto de Grimberghe 19 £ 4sc; - Hermanno de Zueden et ecberto de Grimberghe quum solverunt pecuniam promissum de dinghetale ad bibendum 4 sc; - scabinis et consalibus equitantibus Wedghestapel ad diem placiti contra Fredericum de Grimberghe 28sc,"Cameraarsrekening Deventer I p 125, 137, 126",,Overijssel,,
1071958,1357,"Grimbergen, van","cameraarsrekening van Deventer: - receptum Lamberti de concivitata: - a Henrico filio Ecberti de Grimberghe, Ecberto et Ludekino ejus filiis 1 £",Cameraarsrekening Deventer II p 450,,Overijssel,,
1071959,1358,"Grimbergen, van","cameraarsrekening van Deventer: - filiis dictis Stracken de morte patris eorum per Ecbertum de Grimberghe et per scabinos 10 scud, facit 15 £; summa sexta expositorum Theoderici 15 £ ",Cameraarsrekening Deventer II p  538,,Overijssel,,
1071960,"1360, 1374","Grimbergen, van",cameraarsrekening van Deventer: -  feria quarta sequenti servo Ecberti de Grimberghe portanti litteram puis ex parte Symonis de Sculenborgh per scabinos 4sc; 1374-04-05: een bode gezonden naar Diepenheim aan Wigbolt van Waermlo en Egbert van Grimbergen over zaken van de heerschap van Diepenheim 12sc,"Cameraarsrekening Deventer II p  767, ?",,Overijssel,,
1071961,1374,"Grimbergen, van","cameraarsrekening van Deventer: - een bode gezonden naar Ghore aan Arnd van Grimberghen en Conraet van den Tye en naar Diepenheim aan Wigbolt van Warmelo, dat zij naar Rijssen komen zouden  ""up onser stad dach teghens die schop en ghebroder""8 sc",Cameraarsrekening Deventer IV p 104,,Overijssel,,
1071962,1376-04-08,"Grimbergen, van","cameraarsrekening van Deventer: - Everd van Nassouwen reed naar Rijssen naar Arnde van den Grimberghe ""van zaken dat hi onser stad ontboeden hadde"" etc, 36 sc 6d",Cameraarsrekening Deventer IV p 360,,Overijssel,,
1071963,"1378, 1379","Grimbergen, van","Arnts bode van Grimberghe to drincghelde die onser stad enen breef brochte alse van Willam Robertssoenswijf dat sie hem hoerich soelde wesen daer hi die erfnisse af begheerde te nemen, 4sc; 1379: van burgherscap Johan van Grymbergen 4 £ ","Cameraarsrekening Deventer V p 141, 211",,Overijssel,,
1071964,1382~,"Grimbergen, van","leenmannen van de Bisschop van Utrecht in Salland, Borchmanne te Ghoer: Renolt van Covorden, Jan van Bevervorde, Arnt van Grimberge, Everaert van Langhen, Grobbe, Splinter de olde, Splinter de jonge, Willem Keding, Jan van Thye, Jan van Heker",Reg Rek Bisschoppen van Utrecht II p 777,,Overijssel,,
1071965,1386-03-20,"Grimbergen, van","leenmannen van de Bisschop van Utrecht in Salland:  Aernd van Grimberge houdt in dienstmanstat: - de tienden over de hof te Lage, - de tienden over des vischershuys, - een tiende dat Jacop van Tye onderhad, samen gelegen in het kerspel van Ulzen, - het goed te Cosing in de buurschap van Vasse, - het goed te Nyenhuis, gelegen te Alberge, in het kerpsel van Oetmarssem, - en al het goed dat Jacob van Tye van het Sticht met rechte placht te houden",Reg Rek Bisschoppen van Utrecht II p 770,,Overijssel,,
1071966,1391-06-12,"Grimbergen, van","leenregister bisschoppen van Utrecht: Jacob van Schuttorp, burger van Oldenzaal, wordt na dode van zijn vader Herman met diens goederen beleend",Reg Rek Bisschoppen van Utrecht II p 779,"presentibus: Egbert van Grymberge, Geryt Snoye",Overijssel,,
1071967,,"Grimbergen, van",genoemd: Gerard Baanderheer van Grimbergen x Agnes van Bevere; Jacob heer van Grimbergen x Elisabeth van Boschuysen,"Batavia Illustrata bl 861, 880",,,,
1071968,1608,"Grinsven, van","Roger van Grinsven, schepen van Den Bosch",De Raadt I p 517,,,,
1071969,1639-03-19,Grint,"losrenten kantoor Medemblik: verschijndag 01-03, Jacob Pietersz Grint, fl 800 - fl 32, afgelost 1777-10-30",Arch. Gecomm Raden Noorderquartier Inv no 51,,,,
1071970,1410~,"Grippe, van der ","leenregister Culemborg: - jvr Lysbet van der Grippe 3 ½ morgen land gelegen aan de nieuwe steghe, haar zoon doen hulde, belend boven: Hubert de Wilde, beneden: de heer van Culemborg",Leenregister Culemborg fol 12,,,,
1071971,1615~,"Grise, de","Johan de Grise, heer van Corbais, luitenant van compagnie kolonel van de heer van Fama, wiens vader zaliger, hoogbaljuw an Brugge ""ent vrije, alle synen middelen bij het gemeen lant opgeset heeft ende overleden in qualiteit van generael an de Vivres"" solliciteert naar een kapiteinschap",Kroniek Hist Gen Utrecht 1853 p 167,,,,
1071972,1496-10-07,"Grijsper, van","leen van Vianen: no 685) 10 morgen in Outena genaamd Borgelen, Josina van Grysper [zie Grippe] gehuwd met Hendrik de Wilde die tot 10 Vl gld in lijftocht hebben uit dit leen",Ons Voorgeslacht 07/08-1988 p 306,,,,
