id,datum,naam,inhoud,bron,getuigen,bijzonderheden,
1112339,1346,Loef,lenen in Kennemerland: in Castricum G Diericxz 2 geersen land op Langhevelt en 1 ½ C land hem aangekomen na dode van zijn broer Loef (vgl 1318-12-20),Bijdr Hist Gen jg 1901 p 249,,,
1112340,1346,Loef,"lenen in Amstelland: Loef van Ruwele 20 morgen land bij Loenen te Wiele, belend zuid: Jan Volkenz, noord: Arnt van der Anster en 1 gerichte en 1 tiende op de Laghe Hare in de Zidewinde",Bijdr Hist Gen jg 1901 p 252/Reg EL 5 fol 75v,,,
1112341,1346,Loef,"lenen in Schieland: leen van Symon Loyff, 2 woningen in Voorburch, belend oost: Jacob Hazen en west: Jan van den Werve",Bijdr Hist Gen jg 1901 p 246/Reg EL 5 fol 62r,,,
1112342,1346~,Loef,"Arnd Loeff een woning in Voorburch, belend de graaf op beide zijden",Bijdr Hist Gen jg 1901 p 144/Reg EL 5 fol 18r,,,
1112343,1352-07-20,Loef,"stierf Stadekin of Eustachius, zoon van Ysbrand Loef, die 5 £ besproken heeft [zie de Wilde]; 1301 (Necrologium) of 1350 (Dagregister): Hasekina zus van Eustachus, vrouw van Goeswinus de Roden, 10 sc per jaar; 1366/1361-04-24: stierf Isbrandus zoon van Eustacius Loef, monnik of monachi [vermoedelijk beide niet juist en moet monachus gelezen worden, hij is dan dezelfde als de rentmeester, die aanvankelijk geestelijken waren], besprak 10 sch en is in het graf van zijn vader binnen het Paradijs begraven","Kroniek Egmond p 269, 260/J Wijn: Necrologium p 119, 108; Dagregister p 268, 269; J Hof: Abdij Egmond 479",,,
1112344,1353-08-29,Loef,"leen van Amstel: no 86) 10 morgen in Breukelerveen, (1393: in het gerecht van de heren van St Pieter), 1353: zijnde een viertel genaamd Stromberg (1393: zijnde ⅓ van een hoeve), belend boven en beneden: de heren van St Pieter; 1346: jonge Splinter van der Eng; 1353-08-29: Arnoud Loef na dode van zijn vader Splinter; 1393-01-21: Henric van der Slike bij koop na dode van Loef van den Enge met lijftocht van diens weduwe op de helft",Ons Voorgeslacht 09-1988 p 392,,,
1112345,1353-02-08 (1352),Loef,"hertog Willem heeft, om zijn lieve moeye van Bins te betalen, verkocht aan Dieric van den Bosch, te Leiden, tot een vrij eigen het land dat hem aanbestorven was van Jan Loef Airnt Loefsz, gelegen in het ambacht van Voirburch, belend hijzelf aan beide zijden met land waarvan Symon Loef leenvolger van is, strekkende van sgraven veen tot aan de Heerstrate, voor 30 oude schulden",A.R.A. Leenkamer 32 Copie fol 48/Reg EL 25 fol 29v,,,
1112346,1380-02-02 - 1381-02-02,Loef,"oudste kameraarsrekening van de stad Utrecht: van Henric Loef en Tyman de coddemaker van hun koermaen, 10 s",Codex Dipl Neerl serie 2 dl 2 p 77,,,
1112347,1380-1390,Loef,"klachten van de heer van Vianen tegen de heer van Arkel: - ""item soe heeft die heer van Arkel ontweldigt Jan van Doern ende zinen wive, mijnen poerter, an erve ende an reden goede, dat sinen wive anbestorven is van Evert Ghysbert Loefssoens siins wijfs vader daer hi recht noch vonnisse of gheerighen en can boven tsheren zegghen van Egmonde, des dat rede goet weerdich is mitten pacht van den erve tot deser tijt toe bet dan 70 gulden""",Codex Dipl Neerl serie 2 dl 2 p 205,,,
1112348,1381,Loef,"Johan van Rade (! Randschrift: Johan van Rode), de jonghe, et sa femme, Lysbet Luefdochter van Hulhusen, renoncent à toutes prétentions contre le duc de Gueldre, aussi du chef de feu ledit chevalier Luef; Elisabeth van Hulhusen, femme de Jean van Rade, le jeune","De Raadt III p 245, II p 128/Arnhem Rekenkamer no 412",,,
1112349,1394-07-24,Loef,"de abt van Egmond beleent Ysbrand gezegd Loef, zoon van Arnoud de Wilde met de tiende van Heilo; 1397-02-01: Ysbrant Loef Arent des Wildenz verkoopt mettoestemming van de abt van Egmond enig land, vroeger door zijn broer Pelgrim de Wilde van de abdij in leen gehouden",Arch Abdij Egmond ?,,,
1112350,"1401, 1405",Loef,"Everard van den Ham renonce envers le comte de Cleves, à toutes prétentions sur ses biens de Cleves, gelegen tgegen Griet over den Rijn, daar Dierick van Wisschel, bastaard, zijn lijf aan bezat en an den have toe Wyel, que feu son père, Guillaume uyt den Hamme et le frère de celuici Loef avaient tenu en fief","De Raadt II p 24, 197/Düss Cleves Mark no 638, 639",,,
1112351,1400,Loef,"census de domibus claustralibus in Xanten: Sifridus Luijff, nunc dominus Conradus Poet, 5 mark",Memorien Stift Xanten p 256,,,
1112352,1408-12-23,Loef,"Marienweerd verkoopt aan heer Henric van Naalddwijc, ridder, o.a. in Zantambacht 5 ½ morgen, belend oost: de banwech, zuid: het erf dat Johan Loef nu gebruikt, west: de Groenewech, noord: de proost van Coninxvelt",Cartul Marienweerd p 370,,,
1112353,1410~,Loef,"leenregister Culemborg: - Henric Loef 1 acker lant in Ryswiker Maelscap die Jan Zurmont opdroeg; - Henric Loef een akker, geheten de Weertacker, strekkende van Verniskens weert tot aan de Broecsteghe, belend boven: de heer van Culemborg, beneden: Heinric Loef, en deze akker was van Jan van Oemeren; - Jan Vranckenz 3 ½ morgen in Ryswiker Maelschap, die van Heinric Loef Ghysbertsz waren, geheten de halve Bredestucken, belend beneden: Gelre, boven: Jan Vrient Dircsz, strekkende van de Polre tot aan de Wijfdijc, zoals Heinric Loef hield; - Willem van Boechout 8 ½ morgen in Ryswiker weert aan 4½  akker waarvan 1 akker belend boven: Jan Vrient, beneden: Heinric Loef; - Heinric Loef Ghijsbertsz (vervangen door Steven Loef Heinricsz) 1 hofstat te Rijswijc, 3 ½  morgen, belend boven: Margriete van Boemel, beneden: de vrouwe van Gelre en 1 hofstat over Wijfdijc, 4 ½ morgen, belend boven: Lysbeth Scelen, beneden: de vrouwe van Gelre","Leenregister Culemborg fol 9, 11 15v",,,
1112354,1410~,Loef,"leenregister Culemborg: - Lysbet van den Oerde 3 morgen te Rijswijk, belend boven: Ryswiker stege, beneden: Heinric Loef; - Jan van Liesvelt 1 stuk land in Duvenstert, belend boven: Ryswiker steghe en Aleyt van Wijc, beneden: Loef Heinricsz kinderen; - Lamp [Lambert] Heinricsz 3 morgen land in Rijswiker maelscap in de Locamp, strekkende van de bandijk tot aan de Wyfdijc, belend beneden: de heer van Culemborg, boven: Loef Heinricsx (fol 27v); - Geryt uten Weerde Roelofsz 11 ½  morgen die van heer Heinric van Mauderic waren, gelegen te Mauderic in de Enghe en 3 morgen in de Husmatencamp, die van Ghijsbert Loef waren","Leenregister Culemborg fol 18, 18v, 27v, 34",,,
1112355,1410~,Loef,"leenregister Culemborg: - Aernt Loef Henrixsz (andere naam onleesbaar doorgehaald)  5½ morgen gelegen van de Broecstege tot aan die Zoelen, belend boven: Florens van Inghen en Philips bastaard van Culemborg, beneden: Hubert van Culemborg heer van Meere, en dit land was van Jan van Oemeren, gehuldigd door Steven van Oemeren, hulde voor Aernt doet Dirc Stappert Woutersz; - Herman Lambertsz 1 viertel op Parijs, belend boven: zijn broer Hubert Lambertsz, beneden: Heinric Loefsz; - Jan die Buuscher 1 viertel in Ghelikenesse, belendboven: Jacob Loefsz, beneden: Peter Voernsz; - Alnert Vreent 2 akker strekkende van de bandijk in de Lecke, belend boven: Jan Vreentsz kinderen (later: Ponsken van der Woert), beneden: Heinric Loef Ghysbertsz","Leenregister Culemborg fol 38v, 45, 54v",,,
1112356,1410~,Loef,"leenregister Culemborg: - Evert Loef een viertel die Geryt Koevoet Woltersz hield, gelegen op Pariservelt, belend boven: de heer van Culenborg, beneden: de kinderen van Aernt van Scalckwijck, Evert ontving dit goed in 1423: - Geryt Doys van Lewen 1 hont en 10 roeden in Ryswiker maelscap, van de bandijk tot aan de boomgaard van Reyner Loefs, belend boven: Ryswicker stege, beneden: Reyner Loef; - Heinrick Loef van der Werve Willemsz een stuk land in Ryswiker maelschap, belend boven: Otte van Wyck tot aan de Wijdekamp en Jan van Lewen tot aan de Broecstege tot, beneden: Hadwich Jansdochter van Lewen; - Jorden van Derthesen ontvangen dat Willem Volquinsz opgedragen heeft: een stuk land in Rijswickerweert, van de Zijdwinde in de Leck, belend boven: de Brede stege, beneden: Henric Loef Loefsz. Hieraan heeft zijn vrouw Heilwich haar lijftocht;","Leenregister Culemborg fol 61, 63v, 76v, 84v",,,
1112357,1423-07-26,Loef,"leenregister Culemborg 1410~: - Diric Vrint Ernstsz een akker buitendijks, belend boven: Heinric Loef Lamphollenz, beneden; Geryt Gysbertsz (deze akker heeft ontvangen Johan Gijsbertsz in het nieuwe boek)",Leenregister Culemborg fol 101,,,
1112358,1423-09-22,Loef,"leenregister Culemborg 1410~: - Henric Loef 6 morgen land in de maelscap van Rijswijk, in het nederborek, belend boven: Geryt van Wyck Loefsz, beneden de heer van Meer, strekkende van de Broekgrave an die mere, gehuldigd heeft Gerit van Wyck Loefsz",Leenregister Culemborg fol 100v,,,
1112359,1423-09-23 en 25,Loef,"leenregister Culemborg 1410~: - Diric van Wyck Ottenz, 5 hont en 3 roeden gelegen in Ryswickerweert, van de Verneskensweert tot aan half de middelweg toe, belend boven: Dirck van Wijck, beneden: Jan Henricsz; - Willem van Oerde 14 hont van half de middelweg tot aan de Broeckstege, belend boven: Otto van Wijck, beneden: Jan Henricsz; beide stukken land waren opgedragen door Jutte Henric Lovesdochter",Leenregister Culemborg fol 101,,,
1112360,1423~,Loef,"leenregister Culemborg 1410~: -Jorden van Derthesen (doorgehaald en vervangen door Lysbeth Rolofsdochter vrouw van Willem van den Werve) droeg op 7 morgen in Rijswijcker maelschap aan de Wert boven de steeg van Rijswijck, beneden Henric Loefs erve, strekkende van Arnt Scele Volquinsz en Herman Geryts kinde in de Leck en wordt beleend aan Lysbeth Rolofsdochter vrouw van Willem van der Werve; - Hadewich Jutte Henric Loveswijfsdochter, een akker land in Rijswicker maelscap, belend boven: die kerspel paep, beneden: Henric Loef","Leenregister Culemborg fol 95, 97",,,
1112361,1424-05-02,Loef,"leenregister Culemborg 1410~: - Hubrecht heer van Culemborg en de Lecke beleent Otto van Wyck na opdracht door zijn broer heer Johan van Culemborg heer ten Weerde met een stuk land geheten de Muelenkamp, gelegen in de maelscap van Rijswijk, van de waart van ver Niskens tot aan de Broeckstege, belend boven: Haess Vredericxz en zijn kinderen, beneden: Heinric Loef Loefsz",Leenregister Culemborg fol 104,,,
1112362,1434-10-04,Loef,"jvr Belye van Haerlem, gehuwd met Philips Hughenz, hield in leen van Pelgrim Loefsz een tiende te Heyloo. In de strijd tussen Jacoba en Philips verliet zij met haar man het land. Na de zoen tussen Jacoba en Philips eiste zij haar leen terug. Pelgrim Loefsz stelde dat de tiende hem was aanbestorven en dat jvr Belia die niet van haar broer geerfd kon hebben. Het Hof wees de tiende toch, op grond van de zoen, aan jvr Belia toe",De Blecourt: Memoriale Rosa no 234,,"Pelgrim zoo nvan Ysbrand Loef, die een zoon was van Arnoud Wilde en Alverade van Hogendorp (Pelgrimsdochter ?); hij komt ook voor als Pelgrim van hogendorp en had een zoon Loef",
1112363,1434-10-18,Loef,"Kennemerland erfleen: Isbrandt [Loef] Aerndt Wildenz de 5 delen van de vlastiende te Wyckerambacht tussen de twee beken, waar de parochiepaap van Wyck het 6e deel heeft; beleend 1398: Isbrandt Aernt Wildenz als zijn broer Pelgrim Aernt Wildenzoon van de graaf van Bloys hield; 1431: Jan Boen bij opdracht van Pelgrim van Hogendorpe, met toestemming van zijn zoon Loef",Rep Kennemerland,,,
1112364,1535,Loef,"schepen van 's Hertogenbosch: Henricus Loef; 1548, 1551: Bartholomeus Loef, zegel: beurtelings gekanteelde rechterschuinbalk; 1561: Godfried Loef; 1606: Bartholomeus Loef; 1609: Godfried Loef van der Sloot",De Raadt II p 368; Navorscher 1890 p 580,,,
1112365,1457,Loef,Twaalf ? te Dordrecht: Gheenken Luf Heynenz,Balen: Dordrecht p 349,,,
1112366,1460~,Loef,"ex Wisschel: Luf de bonis Averstege et de Schuren 2 vasa tritici, 2 ordei et 2 avene; decima ex Varnem: Gerardus Luf de bonis Clunckart, 2 vasa ordei","Quellen Stift Xanten p 413, 412",,,
1112367,1470~,Loef,"officum camere Xantensis: in Bislick de bonis in Varnhem, Thome Rynsche, zijn zoon Arnoldus en zijn dochter Conegundis vrouw van Theodericus Lueff, 30 d leves",Quellen Stift Xanten p 386,,,
1112368,1542-09-20,Loef,"mr Aernt Huijgez en Michiel Loufsz, schepenen in den Hage, oorkonden dat Huych Aerntsz, onze inwonende buurman, transporteert aan de H Geest in den Hage een losrente van 6 £ 5 sch Vls, op de vijf grote steden in Holland (vgl 1538-04-01)","Inv Arch H Geest 's Gravenhage dl I Inv 858, dl II regest 626",,,
1112369,"1548, 1562, 1569",Loef,schepen van Heusden: Dierck Loef Henricksz,De Raadt II p 368,,,
1112370,1766-05-18,"Loeff, van der ",Johanna van der Loeff (geboren Rotterdam 1745) x Willem Marinissen,Wapenheraut jg II: 263,,,
1112371,1650~,Loef,"begraven St Janskerk 's Hertogenbosch: Judit Loef van der Sloot, weduwe van jonker Jan van Bierbeek; ± 1670: Jan Loef van der Sloot; 1666-12-22: Anna Loef van der Sloot; 1603-01-31: Oda Loef van der Sloot; 1558-10-30: Everard de Water en zijn vrouw Beelke Loef van der Sloot, stierf 1538-07-12; 1604-05-11: Godard Loef van der Sloot en zijn vrouw Josina Pynappel, 1623-05-02, en andere Loef van der Sloot","Wapenheraut jg I: 18, 41",,,
1112372,1225,Loef,Arnout Louff aanwezig bij de vrede tussen de bisschop van Utrecht en de graaf van Holland,Batavia Illustrata bl 1201,,,
1112373,,"Loges, de",genoemd: Charles de Loges x Magdalena van der Myl,Batavia Illustrata bl 1020,,,
1112374,1327-01-20,Loye,"voor schepenen van Zaltbommel verkopen Marcelius filius Jacobi en Johannes Loye voor 20 £ aan de abdij Marienweerd, 22 sol ex area gelegen in Driel tussen Hertbernus de Arkel en kinderen van Johannis de Zoelen (zie ook: 1311-02-05 en 1325-03-29)","Cartul Marienweerd no 276, 254, 137",,,
1112375,1328-01-07,Loyen,"Herbaren van Deyl, ridder, rechter te Beesde, oorkondt dat Gheraet Loyen, ridder en zijn vrouw, aan Marienweerd opdragen 8½  hont en 12½ scafte land in het gericht van Beesde, op den Uytwer, belend: Gysbrecht van Beesde en Christiaan Hubrechtsz",Cartul Marienweerd no 299,"hierover waren als ghebure: Christiaen Hubrechtsz, Jan de Rike, Florens van Zandewijc, Didderic die Nijwe; borgen voor Gerard: Ghibe Ghysselenz, Heine Odenz",,
1112376,1328-03-08,Loyen,"Gerryt Loijen, ridder, verkoopt aan Gherade uten Bachuse, tbv Marienweerd 8 hont land en 62½  scaft voor eigen erf, vrij van tijns en dyk in Beesd in den Uyterwerd, belend: Corstiaen Hubrechtsz [schepen van Beesd] en Gysbrecht van Beesd",Cartul Marienweerd no 305,borg: Ghijsbrecht Ghysselenz [dezelfde als Ghibo Giselenz]; schepenen in Beesd: Rolof die Grote en Corstiaen Hubrechtsz,,
1112377,1330-08-02,Loyen,Floris Jansz draagt over aan Willem de landmeter een hofstad te Beesde tussen Gherard Loy Jordaensz en Sander de Kemp. Willem draagt deze hofstede weer over aan Goeswyn Meusz tbv de abdij Marienweerd,Cartul Marienweerd no 378,"schepenen in Beesd: Hertbaren van Hokelem, Ghijsbrecht Jansz",,
1112378,1338-11-27,Loyen,"voor schepenen in Beesd verkopen Florans Jansz, zijn zoon Jan en Lisebeth Floransdochter aan heer Jan Bollen, proost van St Marienweerd een hofstad te Beesd, tussen Henric Bollen en Gheraet Loyen Jordaensz, belast met de tijns van de graaf van Gelre",Cartul Marienweerd no 478,,,
1112379,1350~,Loy,"goederenlijst Marienweerd: in Beesde: - land tussen Gherardus Loy en Sander Keymp, dat houdt Theodericus, sutor, en Arnoldus Winter; - land tussen Henricus Bolle en Gherardus Loy, houdt Florentius Johannis; - heredes Florentii Johannis debent plebano 10sc",Goederenlijst Marienweerd p 347,,,
1112380,1334,Loyer,"renten van Noordholland: de korentienden in Pinackerambacht, in Pinacker: Loures Loyer 4 oct",Rek Rentmeester Noordholland p 200,,,
1112381,1355-1356,"Logijen, van","afterstal van het jaar 1352 van 3 tiendenin Wieringerland, 39 £: Hasse van Logijen",Rek Rentmeester Kennemerland 802 fol 1,,,
1112382,1615~,Logies,"Philips Logies enige jaren de landen gediend hebbende etc en onder kapitein de Haen heeft gediend, solliciteert naar een kapiteinschap",Kroniek Hist Gen 1853 p 169,,,
1112383,1406-04-26,Loys,"onderzoek te Alkmaar over de onlusten aldaar waardoor velen voortvluchtig waren: o.a. Pieter Loys Willemsz en Jan Loys die met vele andren op het huis te Ryneghem gevlucht waren; 1409-02-04: uitspraak over de doodslag door Willem van Adrichem, Claes van Adrichem en Pieter Loys gepleegd op Wouter Woutersz en Clais Woutersz, de zoen zal 900 Vr cronen kosten","Rechtspraak Graaf van Holland II p 261, 241",,,
1112384,1410-02-09,Loys~,"vrijgeleide voor Willem en Claes van Adrichem en Peter Loysse, hernieuwd 1410-05-03; 1410-06-30: hij wordt Pieter Boeys genoemd",Alg Ned Familieblad 1884 no 127 p 3/Reg Mem BC Cas R fol 87v,,,
1112385,1415,Loiaerd,schepen van oostburg: Jan filius Pieters filius Wouters gezegd Loiaerd,De Raadt II p 370,,,
1112386,1456-1460,Loijinck,"schepen van Dordrecht: Claas Loijinck Simonsz, houtcoper; 1460 stierf hij en in zijn plaats Cornelis Bool","Balen: Dordrecht p 292, 349",,,
1112387,1258-09-30,"Loil, van","graaf Otto van Gelre ontslaat Dirk, zoon van wijlen ridder Heinrich von Lol uit zijn ministerialiteit ""in die des Grafen Dietrich von Kleve, om die Güter willen, die sein Vater von Graf Dietrich zu lehen hatte""",Kleve Mark Urkunden 1223-1268 p 9 no 12,,,
1112388,,"Lokerville, de","genoemd: Matthys de Lokerville x Helena Besemer Leendertsdochter, dochter: Maria de Lokerville x 1626 Ysbrand van Rietwyk",Batavia Illustrata bl 1071,,,
1112389,,"Lomelini, van",genoemd: Josina van Lomelini x Jan van de Werve,Batavia Illustrata bl 1163,,,
1112390,1474-1475,lombard,"Blasius Splinter (of Spineel), lombard te Haarlem; 1476-178: idem; 1478-1479: deze tafel van Blasius Spineel is teniet gegaan overmits het nieuwe privilege","Rek Rentmeester Kennemerland 905 fol 13, 908 fol 13v, 909 fol 14v",,Haarlem,
1112391,1356-1357,Lombard,"Lombard: afterstal van 1353, 1354 van de tienden van Noort- en Zuid Striede 5 £ 19 sc 7d (804 fol 1v); 1358-1360: (806 fol 1v) afterstal van 1357 van de tienden van Twiscke 3 £ 7sc 4d; 1374: (817 fol 8) Claes Lombert, afterstal van de gate in der Crommen 5sc; 1374-1375: (818 fol 1v en 11) afterstal van idem 15 £ en van de visserij van de gate in der Cromme 20 £ 4sc; 1375-1376: (819 fol 11) van den gaet in der Crommen 20£ 4sc; 1380: (822 fol 11) van den gaet in die comme ye 12£; 1377: (820 fol 11) idem 20£ 4sc; 1379: (821 fol 12) idem 21 £; 1382: (823 fol 12) 18 £",Rek Rentmeester Kennemerland,,,
1112392,"1540, 1542",Lombarts,"Godefridus Lombarts, van 's Hertogenbosch, studeert 1540 te Orleans [mr Goyaert Lombaerts van Enckevoirt]; 1542: Guillelmus Lombarts, idem [broer van voorgaande]","Bijdr Hist Gen dl 34 p 331, 332",,,
1112393,1389-1390,Lombard,"Jan Lomberd: van den gaet in die Crommenije, 27 £; 1385-1386: idem, 20 £; 1400: idem 39 £ ","Rek Rentmeester Kennemerland 828 fol 18, 827 fol 19, 830 fol 10",,,
1112394,1327-11-29,Lonaert,"voor schepenen van Zaltbommel verkoopt Johannes Lonaert voor 20 £, 1 juger land te Hier, in loco dicto Tusschen Meer en Wech, tussen Riculdus Koc en de erven Wilhelmus de Nulant, aan de abdij Marienweerd",Cartul Marienweerd no 297,"borgen: Petrus de Bosinchem, Gerardus de Elten, Sanderus Brede; schepenen in Zaltbommel: Goswinus de Werva en Wolterus Scaep",,
